Start,dS,Length
49505623,0.003,233420
49744123,0,152750
49926807,0,14837
50041780,0.0035,33838
50149007,0,8280
50157532,0.0111,39633
50506044,0.0071,86266
50600134,0.0021,7222
50607430,0.0038,285950
50894391,0.0061,35671
51090582,0.0213,150466
51255243,0.012,307737
51592369,0.0048,44972
51637483,0.0104,70791
51796661,0,25090
51895706,0.0168,10622
52455706,0.0047,17338
52553278,0.0045,84450
52709441,0.0024,179561
52943385,0,564
52944175,0,104158
53978698,0,103335
54097123,0.0081,88956
54204280,0.0061,65816
54371023,0.0059,21228
54786751,0.004,48683
55034363,0.0129,76043
55110417,0.0076,30082
55143876,0.0026,54348
55288533,0.0048,53114
55348343,0,18843
56173341,0.0064,127766
56388401,0.0064,243528
56987894,0.02,95687
57110568,0.019,237560
57507547,0.0023,41822
57561610,0,49421
58023535,0,35365
58071544,0.0045,20943
58184797,0.0049,26117
58216224,0.0037,249867
58510384,0.0224,82781
59087686,0.0084,17990
59131915,0.0048,17013
59230980,0.0141,97893
60055606,0.0069,156931
60299286,0.0095,40254
60592157,0.0044,118387
60850401,0.0035,70439
60931006,0.008,28882
60969640,0,50803
61020569,0.0101,957
61025830,0.0014,50433
61275109,0,57758
61512387,0.0075,21702
62106583,0.0424,55266
62165307,0.0056,28866
62213070,0.0063,160737
62395406,0.0031,117418
63225402,0.0062,648
63285267,0.0037,75332
63421819,0.003,67805
63895731,0.0064,85845
64094261,0,49464
64434251,0.0053,22928
64510805,0.0031,35032
64618721,0,78925
64703566,0,14760
64739556,0.0029,49872
65024856,0.0039,84247
65208984,0.0039,146255
65358926,0.0045,13197
65614377,0.0066,260885
65913643,0.0027,71378
66280815,0.009,113967
66441149,0.0081,37588
66524836,0.019,89948
66698958,0.0048,47614
66792152,0.0102,5633
66872523,0.005,115285
67191025,0.02,31401
68407675,0.033,58116
68490527,0.0072,50209
68550185,0.0125,43995
68661848,0.0057,27783
69340680,0.0064,78035
69424468,0.004,54157
69695730,0.0083,26914
70242118,0.0156,86932
70346214,0.0154,75547
70504996,0.0103,60997
70639184,0.0067,45968
70789536,0.0038,177152
71001011,0.0077,85097
71118226,0.0331,34503
71533849,0.0297,24069
71593816,0.0322,75243
71886725,0.013,13891
72015637,0.012,18285
72075615,0.0142,56766
72264271,0.0029,56721
72324944,0.0215,11345
72423437,0.0095,168257
72611958,0.0033,113576
72729342,0.007,241262
72972251,0.0053,1512
73049216,0.0017,120176
73190260,0.0043,164742
73493575,0,525
73841136,0.0161,187515
74028697,0.0149,19251
74166074,0.0101,166670
74509445,0.0098,71012
75380366,0.0097,42714
75623982,0,17217
76244443,0.0117,134485
76432396,0,8213
76441646,0.0125,14230
76517671,0.0036,126384
76743974,0.0125,381
76744651,0,342
76798133,0,85932
76894196,0.0189,16062
77038712,0,36284
77272694,0.0139,7557
77412960,0,147951
77824524,0.0175,20013
77845290,0.0075,62755
77966441,0.0062,11263
78014359,0.0076,39281
78116984,0.0069,133657
78304269,0.0134,33793
78415452,0.0068,51940
78547797,0.0014,147009
78788634,0.0054,46125
79007301,0.0064,9686
79620280,0.0154,55146
80003602,0.0126,315
80004039,0.0174,588
80017130,0.013,25038
80110002,0,29325
80140331,0,3640
80147748,0.019,35189
80183005,0.0086,9453
80778821,0.0114,36315
80815264,0.0107,20755
81027583,0.0295,84386
81394241,0.0083,16098
82028650,0,48142
82094377,0.022,423
82297481,0.017,26160
82324448,0.0067,121474
82489245,0.0236,25745
82648322,0.0113,23423
82692063,0,17535
82709806,0.0156,18276
82832481,0.0062,20555
82855329,0.0071,19007
82935283,0.0205,33637
82980290,0.0114,10805
82994861,0.006,40294
83067792,0,3810
83266437,0.01,113559
83384433,0.0466,17013
83934036,0.0072,159297
84265043,0.0193,43744
84311647,0,492
84312415,0.0284,1347
84333616,0.0215,174105
84629985,0.0177,67239
84703999,0.0103,54536
84909957,0,7385
84983672,0.0234,43696
85263107,0.0244,32214
85296268,0.024,94994
85840034,0.0413,50757
85919149,0.0091,27086
85996677,0.0102,19284
86210164,0.0183,16591
86569114,0.0032,54608
86653524,0.0192,51293
86688318,0.0138,35169
86723937,0.018,11351
86762577,0.0084,59188
86923285,0.0026,103582
87122460,0.0321,51702
87340668,0.0217,33324
87396874,0.0332,31718
87479028,0.0082,98911
87599479,0.006,79885
87758212,0.0158,31593
87816954,0.0086,16604
87837630,0,19047
88901865,0.0142,15286
88970358,0.0488,52844
89525907,0.0155,11050
98154010,0,277992
100395228,0.0081,44809
100700310,0.0302,7012
100707348,0.0154,61513
