V1,V2
chr12_000276.1,0
chr12_000280.1,0
chr12_000281.1,0
chr12_000282.1,0
chr12_000285.1,0
chr12_000289.1,0
chr12_000299.1,0
chr12_000300.1,0
chr12_000301.1,0.0563380281690141
chr12_000302.1,0.117647058823529
chr12_000303.1,0
chr12_000304.1,0.0731707317073171
chr12_000306.1,0
chr12_000321.1,0.0555555555555556
chr12_000333.1,0
chr12_000334.1,0
chr12_000338.1,0.0384615384615385
chr12_000339.1,0
chr12_000340.1,0
chr12_000342.1,0
chr12_000349.1,0
chr12_000353.1,0
chr12_000354.1,0.03125
chr12_000361.1,0
chr12_000365.1,0
chr12_000392.1,0
chr12_000397.1,0
chr12_000399.1,0
chr12_000402.1,0
chr12_000412.1,0
chr12_000420.1,0
chr12_000431.1,0
chr12_000432.1,0
chr12_000438.1,0
chr12_000439.1,0.122448979591837
chr12_000451.1,0.137931034482759
chr12_000454.1,0
chr12_000460.1,0.0697674418604651
chr12_000469.1,0.0235294117647059
chr12_000471.1,0
chr12_000476.1,0.01
chr12_000479.1,0
chr12_000480.1,0
chr12_000481.1,0
chr12_000483.1,0
chr12_000484.1,0
chr12_000494.1,0
chr12_000497.1,0.0294117647058824
chr12_000505.1,0
chr12_000535.1,0
chr12_000547.1,0
chr12_000558.1,0
chr12_000570.1,0.0273972602739726
chr12_000577.1,0
chr12_000580.1,0
chr12_000593.1,0
chr12_000598.1,0.0099009900990099
chr12_000602.1,0
chr12_000624.1,0
chr12_000634.1,0
chr12_000673.1,0
chr12_000687.1,0
chr12_000688.1,0
chr12_000690.1,0
chr12_000710.1,0
chr12_000725.1,0
chr12_000743.1,0.123287671232877
chr12_000745.1,0
chr12_000760.1,0
chr12_000770.1,0
chr12_000774.1,0
chr12_000813.1,0
chr12_000828.1,0
chr12_000832.1,0
chr12_000840.1,0.232558139534884
chr12_000860.1,0
chr12_000867.1,0
chr12_000880.1,0
chr12_000887.1,0.0606060606060606
chr12_000892.1,0
chr12_000901.1,0
chr12_000914.1,0
chr12_000983.1,0
chr12_000993.1,0
chr12_001009.1,0
chr12_001017.1,0
chr12_001026.1,0
chr12_001044.1,0
chr12_001052.1,0
chr12_001054.1,0.0169491525423729
chr12_001060.1,0
chr12_001081.1,0
chr12_001086.1,0.012987012987013
chr12_001098.1,0
chr12_001109.1,0
chr12_001121.1,0
chr12_001125.1,0.0833333333333333
chr12_001126.1,0
chr12_001135.1,0
chr12_001143.1,0
chr12_001154.1,0.024390243902439
chr12_001169.1,0.217391304347826
chr12_001184.1,0.0194174757281553
chr12_001191.1,0
chr12_001219.1,0.106060606060606
chr12_001221.1,0.00900900900900901
chr12_001251.1,0
chr12_001252.1,0
chr12_001261.1,0.0517241379310345
chr12_001265.1,0
chr12_001271.1,0
chr12_001285.1,0.0866141732283465
chr12_001293.1,0
chr12_001324.1,0
chr12_001327.1,0
chr12_001358.1,0
chr12_001361.1,0
chr12_001377.1,0
chr12_001382.1,0
chr12_001398.1,0
chr12_001402.1,0.0204081632653061
chr12_001406.1,0.0666666666666667
chr12_001408.1,0.0517241379310345
chr12_001411.1,0
chr12_001433.1,0.102564102564103
chr12_001434.1,0
chr12_001435.1,0
chr12_001449.1,0.0454545454545455
chr12_001477.1,0
chr12_001488.1,0
chr12_001496.1,0
chr12_001499.1,0
chr12_001500.1,0
chr12_001503.1,0
chr12_001509.1,0
chr12_001531.1,0.0769230769230769
chr12_001533.1,0.0454545454545455
chr12_001534.1,0
chr12_001547.1,0
chr12_001556.1,0
chr12_001575.1,0
chr12_001581.1,0
chr12_001587.1,0
chr12_001588.1,0
chr12_001599.1,0
chr12_001612.1,0
chr12_001614.1,0
chr12_001624.1,0.0196078431372549
chr12_001634.1,0
chr12_001639.1,0
chr12_001640.1,0
chr12_001648.1,0
chr12_001650.1,0
chr12_001651.1,0
chr12_001652.1,0
chr12_001654.1,0.0555555555555556
chr12_001666.1,0
chr12_001675.1,0
chr12_001694.1,0
chr12_001695.1,0
chr12_001700.1,0
chr12_001701.1,0
chr12_001702.1,0
chr12_001703.1,0
chr12_001704.1,0
chr12_001705.1,0
chr12_001706.1,0
chr12_001709.1,0
chr12_001711.1,0
chr12_001712.1,0
chr12_001717.1,0.037037037037037
chr12_001719.1,0
chr12_001726.1,0
chr12_001728.1,0
chr12_001729.1,0
chr12_001730.1,0
chr12_001731.1,0
chr12_001733.1,0
chr12_001737.1,0
chr12_001738.1,0
chr12_001743.1,0
chr12_001744.1,0
chr12_001745.1,0
chr12_001746.1,0
chr12_001747.1,0
chr12_001748.1,0
chr12_001749.1,0
chr12_001750.1,0
chr12_001752.1,0
chr12_001753.1,0
chr12_001764.1,0
chr12_001765.1,0
chr12_001766.1,0
chr12_001770.1,0
chr12_001781.1,0
chr12_001782.1,0
chr12_001783.1,0
chr12_001784.1,0
chr12_001787.1,0.15
chr12_001789.1,0
chr12_001796.1,0.0373831775700935
chr12_001797.1,0.0545454545454545
chr12_001805.1,0
chr12_001806.1,0
chr12_001808.1,0
chr12_001811.1,0.0833333333333333
chr12_001812.1,0.0206185567010309
chr12_001814.1,0
chr12_001815.1,0
chr12_001817.1,0
chr12_001818.1,0
chr12_001819.1,0
chr12_001820.1,0.028169014084507
chr12_001825.1,0
chr12_001828.1,0
chr12_001855.1,0
chr12_001856.1,0
chr12_001857.1,0
chr12_001858.1,0.0224719101123595
chr12_001859.1,0
chr12_001860.1,0
chr12_001878.1,0
chr12_001883.1,0.0217391304347826
chr12_001884.1,0
chr12_001886.1,0
chr12_001887.1,0.0408163265306122
chr12_001888.1,0
chr12_001897.1,0
chr12_001898.1,0
chr12_001899.1,0
chr12_001901.1,0
chr12_001903.1,0.0294117647058824
chr12_001906.1,0
chr12_001910.1,0
chr12_001912.1,0
chr12_001914.1,0
chr12_001915.1,0
chr12_001919.1,0
chr12_001921.1,0
chr12_001922.1,0.0105263157894737
chr12_001925.1,0.0882352941176471
chr12_001926.1,0
chr12_001927.1,0
chr12_001928.1,0
chr12_001938.1,0
chr12_001945.1,0
chr12_001954.1,0
chr12_001955.1,0
chr12_001958.1,0
chr12_001960.1,0
chr12_001961.1,0
chr12_001963.1,0.0105263157894737
chr12_001964.1,0
chr12_001971.1,0
chr12_001972.1,0
chr12_001973.1,0
chr12_002366.1,0
chr12_002935.1,0.03125
chr12_003084.1,0
chr12_003182.1,0
chr12_003183.1,0.00680272108843537
chr12_003184.1,0.0202020202020202
chr12_003186.1,0
chr12_003187.1,0
chr12_003192.1,0.12568306010929
chr12_003198.1,0
chr12_003199.1,0
chr12_003200.1,0
chr12_003202.1,0
chr12_003221.1,0
chr12_003222.1,0.024390243902439
chr12_003224.1,0.0277777777777778
chr12_003228.1,0
chr12_003230.1,0
chr12_003231.1,0
chr12_003232.1,0
chr12_003239.1,0
chr12_003240.1,0.111111111111111
chr12_003241.1,0
chr12_003245.1,0
chr12_003246.1,0
chr12_003251.1,0
chr12_003257.1,0
chr12_003258.1,0
chr12_003259.1,0
chr12_003260.1,0.0344827586206897
chr12_003266.1,0.0588235294117647
chr12_003267.1,0
chr12_003269.1,0
chr12_003270.1,0
chr12_003271.1,0
chr12_003276.1,0
chr12_003277.1,0
chr12_003290.1,0
chr12_003302.1,0
chr12_003304.1,0
chr12_003310.1,0
chr12_003312.1,0
chr12_003314.1,0
chr12_003315.1,0
chr12_003316.1,0
chr12_003323.1,0.105263157894737
chr12_003324.1,0.0172413793103448
chr12_003331.1,0
chr12_003334.1,0
chr12_003347.1,0
chr12_003359.1,0
chr12_003360.1,0
chr12_003365.1,0.12962962962963
chr12_003368.1,0
chr12_003370.1,0
chr12_003372.1,0
chr12_003374.1,0
chr12_003380.1,0
chr12_003382.1,0.114285714285714
chr12_003383.1,0.0520833333333333
chr12_003405.1,0
chr12_003407.1,0
chr12_003412.1,0
chr12_003415.1,0
chr12_003428.1,0
chr12_003429.1,0.111111111111111
chr12_003430.1,0
chr12_003437.1,0
chr12_003448.1,0
chr12_003449.1,0.0434782608695652
chr12_003450.1,0
chr12_003451.1,0
chr12_003452.1,0.0697674418604651
chr12_003462.1,0
chr12_003477.1,0
chr12_003480.1,0
chr12_003485.1,0
chr12_003486.1,0
chr12_003487.1,0
chr12_003488.1,0
chr12_003490.1,0
chr12_003491.1,0
chr12_003496.1,0
chr12_003506.1,0
chr12_003507.1,0
chr12_003508.1,0
chr12_003512.1,0
chr12_003513.1,0.0303030303030303
chr12_003516.1,0
chr12_003517.1,0
chr12_003520.1,0
chr12_003541.1,0
chr12_003545.1,0
chr12_003550.1,0
chr12_003553.1,0.0298507462686567
chr12_003556.1,0
chr12_003557.1,0
chr12_003558.1,0
chr12_003561.1,0.0588235294117647
chr12_003573.1,0
chr12_003574.1,0
chr12_003578.1,0
chr12_003584.1,0
chr12_003587.1,0
chr12_003590.1,0
chr12_003591.1,0
chr12_003592.1,0
chr12_003594.1,0
chr12_003595.1,0.05
chr12_003603.1,0.153846153846154
chr12_003610.1,0
chr12_003616.1,0
chr12_003617.1,0
chr12_003618.1,0
chr12_003621.1,0
chr12_003622.1,0
chr12_003626.1,0
chr12_003632.1,0
chr12_003633.1,0
chr12_003647.1,0.0340909090909091
chr12_003649.1,0
chr12_003652.1,0
chr12_003658.1,0
chr12_003660.1,0
chr12_003669.1,0
chr12_003687.1,0
chr12_003691.1,0
chr12_003717.1,0
chr12_003748.1,0.0135135135135135
chr12_003749.1,0
chr12_003754.1,0
chr12_003762.1,0
chr12_003764.1,0
chr12_003798.1,0
chr12_003800.1,0
chr12_003812.1,0
chr12_003815.1,0.0465116279069767
chr12_003826.1,0
chr12_003829.1,0.119047619047619
chr12_003844.1,0
chr12_003845.1,0.025974025974026
chr12_003859.1,0.10958904109589
chr12_003860.1,0
chr12_003861.1,0
chr12_003867.1,0
chr12_003868.1,0
chr12_003879.1,0
chr12_003882.1,0.0158730158730159
chr12_003885.1,0
chr12_003889.1,0
chr12_003890.1,0
chr12_003908.1,0
chr12_003919.1,0
chr12_003922.1,0
chr12_003929.1,0
chr12_003938.1,0
chr12_003948.1,0
chr12_003965.1,0
chr12_003968.1,0
chr12_003991.1,0
chr12_003992.1,0
chr12_004013.1,0.0847457627118644
chr12_004032.1,0
chr12_004047.1,0
chr12_004053.1,0
chr12_004058.1,0
chr12_004059.1,0
chr12_004083.1,0
chr12_004084.1,0
chr12_004122.1,0
chr12_004145.1,0
chr12_004153.1,0
chr12_004171.1,0
chr12_004189.1,0.02
chr12_004197.1,0.0161290322580645
chr12_004199.1,0
chr12_004200.1,0.0394736842105263
chr12_004206.1,0
chr12_004237.1,0
chr12_004244.1,0
chr12_004266.1,0
chr12_004283.1,0
chr12_004305.1,0
chr12_004310.1,0
chr12_004315.1,0
chr12_004382.1,0
chr12_004400.1,0
chr12_004408.1,0.0256410256410256
chr12_004418.1,0
chr12_004421.1,0.0948275862068965
chr12_004442.1,0
chr12_004455.1,0
chr12_004457.1,0
chr12_004459.1,0.012987012987013
chr12_004464.1,0
chr12_004469.1,0.09375
chr12_004471.1,0
chr12_004487.1,0
chr12_004490.1,0
chr12_004500.1,0.0845070422535211
chr12_004505.1,0
chr12_004510.1,0
chr12_004511.1,0.0789473684210526
chr12_004519.1,0.0416666666666667
chr12_004523.1,0.0172413793103448
chr12_004576.1,0
chr12_004577.1,0
chr12_004592.1,0
chr12_004593.1,0
chr12_004598.1,0
chr12_004607.1,0
chr12_004613.1,0.0425531914893617
chr12_004614.1,0
chr12_004618.1,0
chr12_004639.1,0
chr12_004660.1,0
chr12_004662.1,0
chr12_004671.1,0
chr12_004674.1,0
chr12_004683.1,0.185185185185185
chr12_004689.1,0
chr12_004700.1,0
chr12_004701.1,0.0204081632653061
chr12_004702.1,0.152542372881356
chr12_004706.1,0
chr12_004711.1,0
chr12_004712.1,0
chr12_004717.1,0
chr12_004718.1,0
chr12_004719.1,0
chr12_004720.1,0
chr12_004727.1,0
chr12_004731.1,0
chr12_004745.1,0
chr12_004746.1,0
chr12_004747.1,0.101694915254237
chr12_004758.1,0.0933333333333333
chr12_004768.1,0
chr12_004775.1,0
chr12_004779.1,0
chr12_004780.1,0.00952380952380952
chr12_004781.1,0
chr12_004785.1,0
chr12_004786.1,0
chr12_004787.1,0
chr12_004795.1,0
chr12_004800.1,0
chr12_004801.1,0
chr12_004802.1,0.0338983050847458
chr12_004806.1,0
chr12_004807.1,0.0185185185185185
chr12_004808.1,0
chr12_004811.1,0
chr12_004812.1,0
chr12_004819.1,0
chr12_004825.1,0
chr12_004827.1,0.0204081632653061
chr12_004828.1,0.06
chr12_004829.1,0.118279569892473
chr12_004830.1,0
chr12_004831.1,0
chr12_004833.1,0
chr12_004834.1,0
chr12_004835.1,0
chr12_004852.1,0
chr12_004853.1,0
chr12_004854.1,0
chr12_004855.1,0
chr12_004856.1,0
chr12_004857.1,0.00636942675159236
chr12_004859.1,0.0606060606060606
chr12_004860.1,0
chr12_004861.1,0
chr12_004863.1,0
chr12_004865.1,0
chr12_004871.1,0.130434782608696
chr12_004872.1,0.0140845070422535
chr12_004874.1,0
chr12_004875.1,0
chr12_004876.1,0
chr12_004877.1,0
chr12_004878.1,0
chr12_004880.1,0
chr12_004883.1,0.125
chr12_004884.1,0
chr12_004886.1,0
chr12_004887.1,0
chr12_004888.1,0
chr12_004893.1,0
chr12_004895.1,0.0163934426229508
chr12_004897.1,0
chr12_004900.1,0
chr12_004902.1,0
chr12_004909.1,0.0483870967741935
chr12_004911.1,0
chr12_004912.1,0
chr12_004925.1,0
chr12_004926.1,0
chr12_004928.1,0
chr12_004931.1,0
chr12_004936.1,0
chr12_004937.1,0
chr12_004940.1,0.027027027027027
chr12_004941.1,0
chr12_004944.1,0
chr12_004947.1,0
chr12_004948.1,0
chr12_004949.1,0
chr12_004950.1,0
chr12_004951.1,0.0185185185185185
chr12_004953.1,0.1
chr12_004954.1,0.037037037037037
chr12_004955.1,0
chr12_004959.1,0
chr12_004963.1,0
chr12_004965.1,0.0104166666666667
chr12_004969.1,0.0208333333333333
chr12_004972.1,0
chr12_004973.1,0
chr12_004974.1,0
chr12_004975.1,0.114754098360656
chr12_004979.1,0
chr12_004982.1,0
chr12_004988.1,0
chr12_004996.1,0
chr12_004997.1,0
chr12_004998.1,0
chr12_005001.1,0
chr12_005002.1,0
chr12_005003.1,0
chr12_005005.1,0
chr12_005007.1,0
chr12_005008.1,0
chr12_005009.1,0.0273972602739726
chr12_005014.1,0
chr12_005018.1,0
chr12_005021.1,0.0487804878048781
chr12_005022.1,0
chr12_005027.1,0.0731707317073171
chr12_005030.1,0
chr12_005031.1,0.0571428571428571
chr12_005033.1,0
chr12_005034.1,0
chr12_005045.1,0
chr12_005054.1,0
chr12_005064.1,0
chr12_005065.1,0
chr12_005069.1,0
chr12_005070.1,0
chr12_005071.1,0.166666666666667
chr12_005083.1,0
chr12_005088.1,0.025
chr12_005092.1,0
chr12_005095.1,0.0294117647058824
chr2_000503.1,0
chr2_001664.1,0.112903225806452
chr2_002082.1,0
chr2_002760.1,0.0930232558139535
chr2_003018.1,0.163636363636364
chr2_003968.1,0
chr3_000482.1,0
chr4_002281.1,0
chr5_000706.1,0.0427350427350427
chr5_000820.1,0
chr5_000850.1,0
chr5_001409.1,0
chr6_000314.1,0
chr6_000325.1,0
chr6_000494.1,0.0277777777777778
chr6_000653.1,0
chr6_000686.1,0
chr6_000696.1,0.00943396226415094
chr6_000697.1,0
chr6_000836.1,0
chr6_001204.1,0
chr6_001728.1,0.0333333333333333
chr6_003128.1,0
chr6_003397.1,0
chr6_003406.1,0.0253164556962025
chr6_003421.1,0
chr6_003448.1,0.045045045045045
chr6_003451.1,0.0625
chr6_003493.1,0
chr7_000535.1,0
chr7_001994.1,0
chr8_000570.1,0
chr8_000934.1,0.0425531914893617
chr8_002802.1,0
chr9_000557.1,0.0632911392405063
