V1,V2
chr12_000085.1,0.0821917808219178
chr12_000093.1,0
chr12_000102.1,0.0253164556962025
chr12_000105.1,0
chr12_000106.1,0
chr12_000107.1,0.00869565217391304
chr12_000125.1,0.00595238095238095
chr12_000128.1,0.0196078431372549
chr12_000131.1,0
chr12_000135.1,0
chr12_000142.1,0
chr12_000143.1,0.0754716981132075
chr12_000145.1,0.0693069306930693
chr12_000156.1,0
chr12_000160.1,0.0440251572327044
chr12_000161.1,0.0833333333333333
chr12_000164.1,0
chr12_000167.1,0
chr12_000168.1,0.0793650793650794
chr12_000169.1,0
chr12_000171.1,0
chr12_000174.1,0
chr12_000175.1,0
chr12_000176.1,0.0384615384615385
chr12_000177.1,0
chr12_000179.1,0
chr12_000181.1,0
chr12_000186.1,0.138888888888889
chr12_000192.1,0.075
chr12_000199.1,0
chr12_000200.1,0
chr12_000205.1,0.0476190476190476
chr12_000209.1,0
chr12_000210.1,0
chr12_000215.1,0
chr12_000216.1,0
chr12_000229.1,0
chr12_000236.1,0.0222222222222222
chr12_000239.1,0
chr12_000240.1,0
chr12_000242.1,0.225806451612903
chr12_000244.1,0
chr12_000245.1,0
chr12_000247.1,0.00943396226415094
chr12_000248.1,0
chr12_000249.1,0
chr12_000250.1,0.0483870967741935
chr12_000253.1,0
chr12_000255.1,0.0192307692307692
chr12_000259.1,0
chr12_000269.1,0
chr12_000271.1,0
chr12_000272.1,0
chr12_000275.1,0.0285714285714286
chr12_000280.1,0
chr12_000285.1,0
chr12_000289.1,0.0480769230769231
chr12_000299.1,0
chr12_000300.1,0
chr12_000302.1,0
chr12_000306.1,0.304347826086957
chr12_000321.1,0.0434782608695652
chr12_000337.1,0
chr12_000338.1,0.0416666666666667
chr12_000339.1,0
chr12_000342.1,0
chr12_000343.1,0
chr12_000349.1,0
chr12_000352.1,0
chr12_000353.1,0.0816326530612245
chr12_000354.1,0
chr12_000361.1,0.0857142857142857
chr12_000365.1,0
chr12_000381.1,0
chr12_000385.1,0
chr12_000399.1,0.0150375939849624
chr12_000420.1,0.0344827586206897
chr12_000438.1,0.0454545454545455
chr12_000439.1,0.0434782608695652
chr12_000450.1,0
chr12_000451.1,0.172413793103448
chr12_000454.1,0
chr12_000455.1,0
chr12_000460.1,0.13953488372093
chr12_000469.1,0
chr12_000471.1,0
chr12_000476.1,0.0581395348837209
chr12_000480.1,0
chr12_000481.1,0.0344827586206897
chr12_000482.1,0.0121951219512195
chr12_000483.1,0
chr12_000487.1,0
chr12_000494.1,0.0689655172413793
chr12_000524.1,0
chr12_000547.1,0.0144927536231884
chr12_000570.1,0
chr12_000577.1,0
chr12_000580.1,0
chr12_000586.1,0
chr12_000593.1,0
chr12_000595.1,0.0158730158730159
chr12_000604.1,0
chr12_000624.1,0.0307692307692308
chr12_000634.1,0
chr12_000662.1,0
chr12_000673.1,0
chr12_000688.1,0
chr12_000690.1,0
chr12_000696.1,0.0333333333333333
chr12_000701.1,0
chr12_000743.1,0.120689655172414
chr12_000745.1,0
chr12_000754.1,0
chr12_000760.1,0.0428571428571429
chr12_000813.1,0
chr12_000828.1,0
chr12_000832.1,0
chr12_000840.1,0.111111111111111
chr12_000860.1,0
chr12_000867.1,0.038961038961039
chr12_000880.1,0
chr12_000887.1,0
chr12_000892.1,0
chr12_000914.1,0
chr12_000983.1,0.0566037735849057
chr12_001009.1,0
chr12_001017.1,0
chr12_001026.1,0
chr12_001044.1,0.0130293159609121
chr12_001045.1,0.0377358490566038
chr12_001051.1,0
chr12_001052.1,0
chr12_001054.1,0.0645161290322581
chr12_001060.1,0.0240963855421687
chr12_001064.1,0
chr12_001066.1,0
chr12_001081.1,0
chr12_001086.1,0.0102040816326531
chr12_001104.1,0
chr12_001109.1,0
chr12_001125.1,0.0298507462686567
chr12_001126.1,0
chr12_001135.1,0
chr12_001154.1,0.0204081632653061
chr12_001184.1,0.0617283950617284
chr12_001191.1,0
chr12_001219.1,0.0434782608695652
chr12_001221.1,0.0202020202020202
chr12_001247.1,0.210526315789474
chr12_001251.1,0
chr12_001252.1,0
chr12_001261.1,0.0476190476190476
chr12_001265.1,0
chr12_001271.1,0
chr12_001285.1,0
chr12_001293.1,0
chr12_001324.1,0.0963855421686747
chr12_001327.1,0.0434782608695652
chr12_001358.1,0
chr12_001361.1,0
chr12_001382.1,0
chr12_001398.1,0
chr12_001402.1,0
chr12_001406.1,0.0769230769230769
chr12_001408.1,0.102040816326531
chr12_001411.1,0
chr12_001433.1,0.0410958904109589
chr12_001449.1,0.0447761194029851
chr12_001451.1,0.227272727272727
chr12_001477.1,0
chr12_001482.1,0
chr12_001496.1,0
chr12_001503.1,0
chr12_001509.1,0
chr12_001531.1,0
chr12_001532.1,0.0204081632653061
chr12_001533.1,0
chr12_001534.1,0.25
chr12_001556.1,0
chr12_001574.1,0
chr12_001575.1,0
chr12_001581.1,0.163934426229508
chr12_001587.1,0
chr12_001588.1,0
chr12_001599.1,0
chr12_001604.1,0.0495049504950495
chr12_001611.1,0.264705882352941
chr12_001612.1,0
chr12_001614.1,0.037037037037037
chr12_001624.1,0.0357142857142857
chr12_001625.1,0
chr12_001630.1,0
chr12_001634.1,0
chr12_001639.1,0.0666666666666667
chr12_001648.1,0
chr12_001650.1,0
chr12_001654.1,0.0652173913043478
chr12_001666.1,0
chr12_001675.1,0
chr12_001687.1,0.1
chr12_001694.1,0.181818181818182
chr12_001695.1,0.138888888888889
chr12_001696.1,0
chr12_001700.1,0
chr12_001701.1,0
chr12_001702.1,0
chr12_001703.1,0.0263157894736842
chr12_001704.1,0.157894736842105
chr12_001705.1,0.15625
chr12_001706.1,0
chr12_001711.1,0.0476190476190476
chr12_001716.1,0.25
chr12_001719.1,0.0384615384615385
chr12_001726.1,0
chr12_001728.1,0
chr12_001729.1,0
chr12_001730.1,0
chr12_001731.1,0
chr12_001737.1,0
chr12_001738.1,0
chr12_001744.1,0
chr12_001745.1,0
chr12_001746.1,0
chr12_001748.1,0.492063492063492
chr12_001750.1,0
chr12_001752.1,0
chr12_001753.1,0
chr12_001765.1,0.032258064516129
chr12_001766.1,0
chr12_001780.1,0.0384615384615385
chr12_001781.1,0
chr12_001783.1,0
chr12_001784.1,0.142857142857143
chr12_001788.1,0
chr12_001796.1,0.2
chr12_001797.1,0.0638297872340425
chr12_001798.1,0
chr12_001812.1,0.24
chr12_001814.1,0
chr12_001817.1,0.285714285714286
chr12_001820.1,0
chr12_001825.1,0.04
chr12_001855.1,0.0416666666666667
chr12_001856.1,0.152173913043478
chr12_001857.1,0.472972972972973
chr12_001858.1,0.1
chr12_001859.1,0.025
chr12_001860.1,0
chr12_001878.1,0
chr12_001884.1,0
chr12_001886.1,0
chr12_001887.1,0
chr12_001890.1,0
chr12_001896.1,0.25609756097561
chr12_001898.1,0.216216216216216
chr12_001899.1,0.413793103448276
chr12_001901.1,0.0192307692307692
chr12_001903.1,0.44
chr12_001905.1,0.514285714285714
chr12_001906.1,0.25
chr12_001908.1,0
chr12_001912.1,0.142857142857143
chr12_001914.1,0.378378378378378
chr12_001915.1,0.0810810810810811
chr12_001919.1,0
chr12_001925.1,0.147058823529412
chr12_001927.1,0.333333333333333
chr12_001928.1,0.0144927536231884
chr12_001945.1,0
chr12_001954.1,0.050314465408805
chr12_001955.1,0.0491803278688525
chr12_001958.1,0.0392156862745098
chr12_001960.1,0
chr12_001963.1,0.0166666666666667
chr12_001964.1,0
chr12_001972.1,0
chr12_001973.1,0.0784313725490196
chr12_001975.1,0.333333333333333
chr12_001976.1,0.103448275862069
chr12_001977.1,0
chr12_001989.1,0.0377358490566038
chr12_001990.1,0
chr12_001992.1,0
chr12_001993.1,0
chr12_001994.1,0.0303030303030303
chr12_001998.1,0.0961538461538462
chr12_002013.1,0.0232558139534884
chr12_002366.1,0.075
chr12_002468.1,0
chr12_003155.1,0.0857142857142857
chr12_003156.1,0.0552486187845304
chr12_003157.1,0
chr12_003159.1,0
chr12_003160.1,0.0188679245283019
chr12_003162.1,0
chr12_003165.1,0.41304347826087
chr12_003167.1,0
chr12_003170.1,0.0408163265306122
chr12_003171.1,0.028169014084507
chr12_003172.1,0.0294117647058824
chr12_003174.1,0.307692307692308
chr12_003175.1,0.0666666666666667
chr12_003177.1,0.15
chr12_003182.1,0
chr12_003183.1,0.0087719298245614
chr12_003192.1,0
chr12_003198.1,0
chr12_003199.1,0.0289855072463768
chr12_003200.1,0.0212765957446809
chr12_003202.1,0
chr12_003221.1,0
chr12_003222.1,0.038961038961039
chr12_003224.1,0.0350877192982456
chr12_003228.1,0
chr12_003231.1,0.166666666666667
chr12_003235.1,0
chr12_003240.1,0.25
chr12_003245.1,0
chr12_003246.1,0.15625
chr12_003251.1,0.171779141104294
chr12_003256.1,0.0909090909090909
chr12_003258.1,0.164705882352941
chr12_003259.1,0.1
chr12_003260.1,0
chr12_003269.1,0.269230769230769
chr12_003277.1,0
chr12_003287.1,0
chr12_003288.1,0.0714285714285714
chr12_003304.1,0.817073170731707
chr12_003310.1,0
chr12_003323.1,0.125
chr12_003324.1,0
chr12_003331.1,0.175
chr12_003354.1,0
chr12_003357.1,0
chr12_003370.1,0
chr12_003382.1,0.13953488372093
chr12_003384.1,0.0862068965517241
chr12_003412.1,0
chr12_003430.1,0.153846153846154
chr12_003437.1,0
chr12_003438.1,0
chr12_003448.1,0
chr12_003451.1,0
chr12_003452.1,0
chr12_003462.1,0.1
chr12_003477.1,0
chr12_003479.1,0
chr12_003480.1,0
chr12_003485.1,0.5
chr12_003486.1,0.0540540540540541
chr12_003487.1,0.0869565217391304
chr12_003490.1,0.0666666666666667
chr12_003491.1,0
chr12_003495.1,0.210526315789474
chr12_003506.1,0.02
chr12_003507.1,0.0740740740740741
chr12_003513.1,0.0227272727272727
chr12_003516.1,0
chr12_003520.1,0
chr12_003533.1,0.0149253731343284
chr12_003541.1,0.0357142857142857
chr12_003545.1,0.0392156862745098
chr12_003550.1,0.0810810810810811
chr12_003552.1,0
chr12_003553.1,0.0888888888888889
chr12_003556.1,0
chr12_003557.1,0
chr12_003573.1,0
chr12_003574.1,0
chr12_003578.1,0
chr12_003581.1,0
chr12_003584.1,0
chr12_003590.1,0
chr12_003591.1,0
chr12_003592.1,0.0119047619047619
chr12_003594.1,0.0294117647058824
chr12_003595.1,0.0952380952380952
chr12_003603.1,0
chr12_003610.1,0
chr12_003617.1,0
chr12_003618.1,0
chr12_003621.1,0
chr12_003622.1,0.05
chr12_003632.1,0
chr12_003633.1,0
chr12_003647.1,0.0975609756097561
chr12_003649.1,0
chr12_003652.1,0
chr12_003662.1,0
chr12_003663.1,0
chr12_003669.1,0
chr12_003687.1,0
chr12_003688.1,0
chr12_003690.1,0.176470588235294
chr12_003691.1,0
chr12_003717.1,0
chr12_003748.1,0.03
chr12_003749.1,0.0555555555555556
chr12_003754.1,0
chr12_003764.1,0
chr12_003798.1,0
chr12_003800.1,0.125
chr12_003826.1,0
chr12_003844.1,0.0158730158730159
chr12_003845.1,0
chr12_003851.1,0
chr12_003859.1,0.0952380952380952
chr12_003860.1,0
chr12_003867.1,0.0508474576271186
chr12_003868.1,0.0188679245283019
chr12_003879.1,0
chr12_003885.1,0.0526315789473684
chr12_003889.1,0
chr12_003890.1,0
chr12_003908.1,0
chr12_003919.1,0
chr12_003922.1,0
chr12_003929.1,0.0714285714285714
chr12_003938.1,0
chr12_003965.1,0.0576923076923077
chr12_003968.1,0.0652173913043478
chr12_003991.1,0
chr12_003992.1,0
chr12_004006.1,0
chr12_004013.1,0.0571428571428571
chr12_004047.1,0
chr12_004053.1,0.0149253731343284
chr12_004059.1,0.11864406779661
chr12_004087.1,0
chr12_004122.1,0
chr12_004145.1,0
chr12_004171.1,0
chr12_004189.1,0
chr12_004192.1,0
chr12_004199.1,0.1
chr12_004200.1,0.1
chr12_004206.1,0
chr12_004244.1,0
chr12_004266.1,0
chr12_004278.1,0.0441176470588235
chr12_004283.1,0
chr12_004305.1,0
chr12_004310.1,0.0588235294117647
chr12_004382.1,0
chr12_004389.1,0
chr12_004400.1,0
chr12_004408.1,0.0967741935483871
chr12_004418.1,0.0731707317073171
chr12_004421.1,0.129032258064516
chr12_004455.1,0
chr12_004459.1,0
chr12_004464.1,0
chr12_004469.1,0.0833333333333333
chr12_004471.1,0
chr12_004487.1,0
chr12_004500.1,0
chr12_004505.1,0.0238095238095238
chr12_004510.1,0
chr12_004511.1,0
chr12_004519.1,0.0612244897959184
chr12_004523.1,0.0298507462686567
chr12_004576.1,0
chr12_004577.1,0
chr12_004592.1,0
chr12_004593.1,0
chr12_004598.1,0.0151515151515152
chr12_004614.1,0
chr12_004618.1,0
chr12_004639.1,0
chr12_004652.1,0
chr12_004660.1,0
chr12_004662.1,0
chr12_004674.1,0
chr12_004687.1,0
chr12_004701.1,0.0294117647058824
chr12_004702.1,0.0540540540540541
chr12_004706.1,0.122448979591837
chr12_004717.1,0.037037037037037
chr12_004718.1,0.0833333333333333
chr12_004719.1,0
chr12_004720.1,0
chr12_004731.1,0
chr12_004745.1,0.0181818181818182
chr12_004746.1,0
chr12_004747.1,0
chr12_004768.1,0
chr12_004775.1,0
chr12_004779.1,0.0566037735849057
chr12_004780.1,0
chr12_004781.1,0
chr12_004785.1,0
chr12_004786.1,0
chr12_004787.1,0
chr12_004795.1,0
chr12_004796.1,0
chr12_004800.1,0
chr12_004802.1,0.0512820512820513
chr12_004806.1,0
chr12_004807.1,0.0168067226890756
chr12_004808.1,0
chr12_004811.1,0
chr12_004812.1,0
chr12_004819.1,0
chr12_004825.1,0
chr12_004827.1,0.019047619047619
chr12_004828.1,0.05
chr12_004829.1,0.0720720720720721
chr12_004830.1,0
chr12_004833.1,0.027027027027027
chr12_004835.1,0.142857142857143
chr12_004838.1,0.142857142857143
chr12_004841.1,0
chr12_004850.1,0
chr12_004853.1,0.0263157894736842
chr12_004854.1,0
chr12_004855.1,0.136363636363636
chr12_004856.1,0.100917431192661
chr12_004860.1,0.0266666666666667
chr12_004861.1,0.0227272727272727
chr12_004864.1,0
chr12_004869.1,0
chr12_004870.1,0
chr12_004871.1,0
chr12_004872.1,0
chr12_004874.1,0
chr12_004875.1,0.0602409638554217
chr12_004876.1,0.0454545454545455
chr12_004877.1,0
chr12_004883.1,0.0625
chr12_004884.1,0
chr12_004885.1,0
chr12_004886.1,0
chr12_004887.1,0.0441176470588235
chr12_004888.1,0.267605633802817
chr12_004893.1,0.0288461538461538
chr12_004895.1,0.0352941176470588
chr12_004897.1,0
chr12_004909.1,0
chr12_004910.1,0
chr12_004911.1,0.0208333333333333
chr12_004925.1,0
chr12_004926.1,0
chr12_004928.1,0
chr12_004931.1,0
chr12_004936.1,0
chr12_004937.1,0.0172413793103448
chr12_004940.1,0.0746268656716418
chr12_004941.1,0.210144927536232
chr12_004944.1,0
chr12_004947.1,0
chr12_004948.1,0
chr12_004949.1,0
chr12_004951.1,0.046875
chr12_004954.1,0
chr12_004956.1,0
chr12_004959.1,0
chr12_004966.1,0.0588235294117647
chr12_004972.1,0.010752688172043
chr12_004973.1,0
chr12_004974.1,0.0131578947368421
chr12_004975.1,0.0925925925925926
chr12_004978.1,0
chr12_004988.1,0
chr12_004996.1,0
chr12_005001.1,0.0102040816326531
chr12_005005.1,0
chr12_005009.1,0
chr12_005018.1,0.235294117647059
chr12_005021.1,0.0563380281690141
chr12_005022.1,0.0294117647058824
chr12_005031.1,0
chr12_005034.1,0.0266666666666667
chr12_005036.1,0
chr12_005038.1,0
chr12_005045.1,0.012987012987013
chr12_005046.1,0
chr12_005050.1,0
chr12_005070.1,0
chr12_005079.1,0
chr12_005081.1,0
chr12_005083.1,0.117647058823529
chr12_005086.1,0.0892857142857143
chr12_005089.1,0.138888888888889
chr12_005092.1,0.0675675675675676
chr12_005095.1,0.0535714285714286
chr2_000503.1,0.105263157894737
chr2_000585.1,0
chr2_000634.1,0
chr2_001663.1,0.0701754385964912
chr2_001664.1,0.0740740740740741
chr2_002082.1,0
chr2_002760.1,0.0989010989010989
chr3_000053.1,0.0232558139534884
chr3_000057.1,0
chr3_000058.1,0.0526315789473684
chr3_000060.1,0
chr3_000063.1,0.0412371134020619
chr3_000066.1,0.228571428571429
chr3_000067.1,0.0675675675675676
chr3_000068.1,0
chr3_000075.1,0.04
chr3_000076.1,0.178571428571429
chr3_000077.1,0
chr3_000087.1,0.0441176470588235
chr3_000092.1,0.166666666666667
chr3_000093.1,0.0483870967741935
chr3_000095.1,0.0196078431372549
chr3_000106.1,0.0666666666666667
chr3_000107.1,0
chr3_000109.1,0.181818181818182
chr3_000111.1,0
chr3_000123.1,0.0273972602739726
chr3_000132.1,0.027027027027027
chr3_000135.1,0.0428571428571429
chr3_000140.1,0.298507462686567
chr3_000142.1,0.0740740740740741
chr3_000143.1,0.0166666666666667
chr3_000145.1,0.140350877192982
chr3_000480.1,0
chr3_000482.1,0
chr3_001743.1,0.02
chr3_003542.1,0.12280701754386
chr3_003735.1,0
chr3_003741.1,0
chr3_003742.1,0.015625
chr3_003744.1,0
chr3_003755.1,0.0833333333333333
chr3_003757.1,0
chr3_003765.1,0
chr3_003768.1,0.101449275362319
chr3_003769.1,0.119047619047619
chr3_003770.1,0
chr3_003771.1,0.0294117647058824
chr3_003774.1,0.181818181818182
chr3_003781.1,0.0396039603960396
chr3_003782.1,0.434782608695652
chr3_003786.1,0.113207547169811
chr3_003787.1,0.033112582781457
chr3_003788.1,0.157894736842105
chr3_003789.1,0
chr3_003795.1,0.032258064516129
chr3_003799.1,0
chr3_003800.1,0
chr3_003802.1,0.176470588235294
chr3_003804.1,0.428571428571429
chr3_003810.1,0.0307692307692308
chr4_000471.1,0
chr4_002281.1,0.0113636363636364
chr4_002350.1,0
chr4_002375.1,0.0263157894736842
chr5_000850.1,0.0588235294117647
chr5_001409.1,0.0789473684210526
chr5_002362.1,0.0454545454545455
chr6_000494.1,0.0510204081632653
chr6_000836.1,0.0337078651685393
chr6_001728.1,0
chr6_001827.1,0
chr6_002761.1,0.0344827586206897
chr7_000669.1,0
chr7_001023.1,0
chr7_001138.1,0
chr7_001426.1,0
chr8_000625.1,0.209302325581395
chr8_002162.1,0.058252427184466
chr8_002386.1,0
chr9_000454.1,0
chr9_000477.1,0
chr9_003109.1,0
chr9_003732.1,0.0833333333333333
