fasta_file_Name	X_sequence_name	X_number_internal_stop_codons	X_positions_internal_stop_codons	X_initial_sequence_length	Y_sequence_name	Y_number_stop_codons	Y_positions_stop_codons	Y_initial_sequence_length	final_XY_sequence_length	dS
g1541.t1	g1541.t1_Z	0		540	g1541.t1_W	0		540	540	0.0279
g1561.t1	g1561.t1_Z	0		957	g1561.t1_W	0		957	957	0.0084
g1562.t2	g1562.t2_Z	0		2502	g1562.t2_W	0		2502	2502	0.0184
g1882.t1	g1882.t1_Z	0		363	g1882.t1_W	0		363	363	0
g2005.t1	g2005.t1_Z	0		1080	g2005.t1_W	0		1080	1080	0
g20742.t1	g20742.t1_Z	0		1086	g20742.t1_W	0		1086	1086	0
g20743.t1	g20743.t1_Z	0		711	g20743.t1_W	0		711	711	0
g20744.t1	g20744.t1_Z	0		1086	g20744.t1_W	0		1086	1086	0
g21238.t1	g21238.t1_Z	0		495	g21238.t1_W	0		495	495	0
g21678.t1	g21678.t1_Z	0		1329	g21678.t1_W	0		1329	1329	0.0031
g23181.t1	g23181.t1_Z	0		2730	g23181.t1_W	0		2730	2730	0
g357.t2	g357.t2_Z	0		564	g357.t2_W	0		564	564	0.0069
g368.t1	g368.t1_Z	0		690	g368.t1_W	0		690	690	0.0125
g370.t1	g370.t1_Z	0		1008	g370.t1_W	0		1008	1008	0.0037
g376.t1	g376.t1_Z	0		1587	g376.t1_W	0		1587	1587	0
g384.t1	g384.t1_Z	0		1587	g384.t1_W	0		1587	1587	0.0027
g528.t1	g528.t1_Z	0		1830	g528.t1_W	0		1830	1830	0.0049
g541.t1	g541.t1_Z	0		1872	g541.t1_W	0		1872	1872	0.0025
g542.t1	g542.t1_Z	0		1482	g542.t1_W	0		1482	1482	0
g546.t1	g546.t1_Z	0		630	g546.t1_W	0		630	630	0.0064
g551.t1	g551.t1_Z	0		501	g551.t1_W	0		501	501	0.0100
g552.t1	g552.t1_Z	0		936	g552.t1_W	0		936	936	0.0078
g555.t1	g555.t1_Z	0		2613	g555.t1_W	0		2613	2613	0.0016
g557.t2	g557.t2_Z	0		1065	g557.t2_W	0		1065	1065	0
g559.t1	g559.t1_Z	0		1134	g559.t1_W	0		1134	1134	0.0036
g567.t1	g567.t1_Z	0		3000	g567.t1_W	0		3000	3000	0.0043
g568.t1	g568.t1_Z	0		1026	g568.t1_W	0		1026	1026	0.0034
g571.t1	g571.t1_Z	0		1239	g571.t1_W	0		1239	1239	0.0041
g572.t1	g572.t1_Z	0		1602	g572.t1_W	0		1602	1602	0
g574.t1	g574.t1_Z	0		1332	g574.t1_W	0		1332	1332	0.0025
g578.t1	g578.t1_Z	0		2070	g578.t1_W	0		2070	2070	0.0044
g582.t1	g582.t1_Z	0		1851	g582.t1_W	0		1851	1851	0.0024
g583.t1	g583.t1_Z	0		1194	g583.t1_W	0		1194	1194	0.0091
g584.t1	g584.t1_Z	0		1158	g584.t1_W	0		1158	1158	0.0070
g588.t2	g588.t2_Z	0		4941	g588.t2_W	0		4941	4941	0.0028
g592.t2	g592.t2_Z	0		588	g592.t2_W	0		588	588	0.0155
g594.t1	g594.t1_Z	0		3039	g594.t1_W	0		3039	3039	0.0013
g596.t1	g596.t1_Z	0		1257	g596.t1_W	0		1257	1257	0
g603.t1	g603.t1_Z	0		1542	g603.t1_W	0		1542	1542	0.0026
g605.t2	g605.t2_Z	0		1098	g605.t2_W	0		1098	1098	0
g606.t1	g606.t1_Z	0		1062	g606.t1_W	0		1062	1062	0.0037
g607.t1	g607.t1_Z	0		1407	g607.t1_W	0		1407	1407	0.0079
g608.t1	g608.t1_Z	0		3966	g608.t1_W	0		3966	3966	0.0019
g609.t1	g609.t1_Z	0		903	g609.t1_W	0		903	903	0.0127
g615.t1	g615.t1_Z	0		2427	g615.t1_W	0		2427	2427	0.0084
g622.t1	g622.t1_Z	0		312	g622.t1_W	0		312	312	0
g623.t1	g623.t1_Z	0		1032	g623.t1_W	0		1032	1032	0.0091
g625.t1	g625.t1_Z	0		1371	g625.t1_W	0		1371	1371	0.0133
g626.t1	g626.t1_Z	0		387	g626.t1_W	0		387	387	0.0145
g627.t1	g627.t1_Z	0		1851	g627.t1_W	0		1851	1851	0.0097
g628.t1	g628.t1_Z	0		540	g628.t1_W	0		540	540	0.0230
g629.t1	g629.t1_Z	0		975	g629.t1_W	0		975	975	0.0085
g631.t1	g631.t1_Z	0		582	g631.t1_W	0		582	582	0
g632.t1	g632.t1_Z	0		648	g632.t1_W	0		648	648	0
g637.t1	g637.t1_Z	0		753	g637.t1_W	0		753	753	0
g640.t1	g640.t1_Z	0		819	g640.t1_W	0		819	819	0.0045
g645.t1	g645.t1_Z	0		501	g645.t1_W	0		501	501	0.0159
g649.t1	g649.t1_Z	0		5289	g649.t1_W	0		5289	5289	0.0039
g651.t1	g651.t1_Z	0		891	g651.t1_W	0		891	891	0.0068
g652.t1	g652.t1_Z	0		2424	g652.t1_W	0		2424	2424	0.0054
g653.t1	g653.t1_Z	0		714	g653.t1_W	0		714	714	0.0106
g657.t1	g657.t1_Z	0		660	g657.t1_W	0		660	660	0
g658.t1	g658.t1_Z	0		1419	g658.t1_W	0		1419	1419	0.0132
g6591.t1	g6591.t1_Z	0		1323	g6591.t1_W	0		1323	1323	0.0158
g662.t1	g662.t1_Z	0		1464	g662.t1_W	0		1464	1464	0.0058
g663.t1	g663.t1_Z	0		624	g663.t1_W	0		624	624	0.0140
g665.t1	g665.t1_Z	0		1542	g665.t1_W	0		1542	1542	0.0028
g668.t2	g668.t2_Z	0		1662	g668.t2_W	0		1662	1662	0.0029
g669.t1	g669.t1_Z	0		2208	g669.t1_W	0		2208	2208	0.0030
g671.t2	g671.t2_Z	0		606	g671.t2_W	0		606	606	0
g675.t1	g675.t1_Z	0		981	g675.t1_W	0		981	981	0.0082
g679.t1	g679.t1_Z	0		2454	g679.t1_W	0		2454	2454	0.0033
g684.t1	g684.t1_Z	0		3135	g684.t1_W	0		3135	3135	0.0024
g685.t1	g685.t1_Z	0		2118	g685.t1_W	0		2118	2118	0.0019
g686.t2	g686.t2_Z	0		891	g686.t2_W	0		891	891	0
g687.t1	g687.t1_Z	0		1386	g687.t1_W	0		1386	1386	0
g696.t2	g696.t2_Z	0		3144	g696.t2_W	0		3144	3144	0.0013
g697.t1	g697.t1_Z	0		1104	g697.t1_W	0		1104	1104	0.0071
g699.t1	g699.t1_Z	0		1170	g699.t1_W	0		1170	1170	0.0031
g700.t1	g700.t1_Z	0		939	g700.t1_W	0		939	939	0.0043
g703.t1	g703.t1_Z	0		1020	g703.t1_W	0		1020	1020	0.0086
g705.t1	g705.t1_Z	0		567	g705.t1_W	0		567	567	0
g709.t1	g709.t1_Z	0		1245	g709.t1_W	0		1245	1245	0.0031
g712.t1	g712.t1_Z	0		1089	g712.t1_W	0		1089	1089	0
g715.t1	g715.t1_Z	0		1143	g715.t1_W	0		1143	1143	0
g716.t1	g716.t1_Z	0		945	g716.t1_W	0		945	945	0
g717.t1	g717.t1_Z	0		1863	g717.t1_W	0		1863	1863	0.0399
g718.t2	g718.t2_Z	0		1011	g718.t2_W	0		1011	1011	0.0078
g725.t1	g725.t1_Z	0		675	g725.t1_W	0		675	675	0
g726.t1	g726.t1_Z	0		681	g726.t1_W	0		681	681	0
g727.t1	g727.t1_Z	0		2151	g727.t1_W	0		2151	2151	0.0055
g729.t1	g729.t1_Z	0		2046	g729.t1_W	0		2046	2046	0.0038
g730.t1	g730.t1_Z	0		1260	g730.t1_W	0		1260	1260	0.0060
g731.t1	g731.t1_Z	0		1200	g731.t1_W	0		1200	1200	0.0158
g750.t1	g750.t1_Z	0		1263	g750.t1_W	0		1263	1263	0.0070
g752.t1	g752.t1_Z	0		441	g752.t1_W	0		441	441	0
g756.t1	g756.t1_Z	0		2013	g756.t1_W	0		2013	2013	0.0076
g761.t1	g761.t1_Z	0		594	g761.t1_W	1	,580	594	594	0.0046
g764.t2	g764.t2_Z	0		2553	g764.t2_W	0		2553	2553	0.0067
g765.t1	g765.t1_Z	0		1866	g765.t1_W	0		1866	1866	0.0044
g766.t2	g766.t2_Z	0		897	g766.t2_W	0		897	897	0.0043
g769.t1	g769.t1_Z	0		1752	g769.t1_W	0		1752	1752	0.0021
g771.t1	g771.t1_Z	0		651	g771.t1_W	0		651	651	0.0064
g773.t1	g773.t1_Z	0		891	g773.t1_W	0		891	891	0
g775.t1	g775.t1_Z	0		2811	g775.t1_W	0		2811	2811	0.0058
g776.t1	g776.t1_Z	0		1446	g776.t1_W	0		1446	1446	0.0146
g778.t1	g778.t1_Z	0		591	g778.t1_W	0		591	591	0.0077
g779.t1	g779.t1_Z	0		1260	g779.t1_W	0		1260	1260	0.0034
g782.t1	g782.t1_Z	0		939	g782.t1_W	0		939	939	0.0054
g784.t1	g784.t1_Z	0		2742	g784.t1_W	0		2742	2742	0.0014
g785.t1	g785.t1_Z	0		10857	g785.t1_W	0		10857	10857	0.0019
g786.t1	g786.t1_Z	0		561	g786.t1_W	0		561	561	0
g788.t1	g788.t1_Z	0		31245	g788.t1_W	0		31245	31245	0.0018
g789.t1	g789.t1_Z	0		1212	g789.t1_W	0		1212	1212	0.0060
g793.t1	g793.t1_Z	0		834	g793.t1_W	0		834	834	0.0063
g794.t2	g794.t2_Z	0		3246	g794.t2_W	0		3246	3246	0.0050
g795.t1	g795.t1_Z	0		1752	g795.t1_W	0		1752	1752	0.0117
g796.t1	g796.t1_Z	0		774	g796.t1_W	0		774	774	0.0106
g802.t1	g802.t1_Z	0		861	g802.t1_W	0		861	861	0.0092
g803.t1	g803.t1_Z	0		957	g803.t1_W	0		957	957	0
g804.t1	g804.t1_Z	0		1437	g804.t1_W	0		1437	1437	0.0040
g810.t1	g810.t1_Z	0		648	g810.t1_W	0		648	648	0.0129
g811.t1	g811.t1_Z	0		1635	g811.t1_W	1	,1435	1635	1635	0
g812.t1	g812.t1_Z	0		918	g812.t1_W	0		918	918	0.0133
g816.t1	g816.t1_Z	0		2067	g816.t1_W	0		2067	2067	0.0111
g817.t1	g817.t1_Z	0		609	g817.t1_W	0		609	609	0.0073
g818.t1	g818.t1_Z	0		1197	g818.t1_W	0		1197	1197	0.0075
g819.t1	g819.t1_Z	0		1467	g819.t1_W	0		1467	1467	0.0024
g820.t1	g820.t1_Z	0		564	g820.t1_W	0		564	564	0
g827.t1	g827.t1_Z	0		621	g827.t1_W	0		621	621	0
g831.t1	g831.t1_Z	0		1710	g831.t1_W	1	,274	1710	1710	0
g832.t1	g832.t1_Z	0		1476	g832.t1_W	0		1476	1476	0.0029
g835.t1	g835.t1_Z	0		696	g835.t1_W	0		696	696	0.0060
g839.t1	g839.t1_Z	0		417	g839.t1_W	0		417	417	0
g840.t1	g840.t1_Z	0		2073	g840.t1_W	0		2073	2073	0.0076
g842.t1	g842.t1_Z	0		963	g842.t1_W	0		963	963	0.0043
g843.t2	g843.t2_Z	0		924	g843.t2_W	0		924	924	0.0039
g844.t1	g844.t1_Z	0		1854	g844.t1_W	0		1854	1854	0.0024
g847.t1	g847.t1_Z	0		2808	g847.t1_W	0		2808	2808	0.0054
g848.t1	g848.t1_Z	0		438	g848.t1_W	0		438	438	0
g860.t1	g860.t1_Z	0		2964	g860.t1_W	0		2964	2964	0.0017
g865.t1	g865.t1_Z	0		1428	g865.t1_W	0		1428	1428	0.0031
g866.t1	g866.t1_Z	0		2238	g866.t1_W	0		2238	2238	0.0041
g868.t1	g868.t1_Z	0		1869	g868.t1_W	0		1869	1869	0.0026
g876.t1	g876.t1_Z	0		480	g876.t1_W	0		480	480	0
g878.t1	g878.t1_Z	0		2724	g878.t1_W	0		2724	2724	0.0028
g879.t1	g879.t1_Z	0		711	g879.t1_W	0		711	711	0.0050
g880.t1	g880.t1_Z	0		7983	g880.t1_W	0		7983	7983	0.0077
g886.t1	g886.t1_Z	0		1011	g886.t1_W	0		1011	1011	0.0123
g887.t1	g887.t1_Z	0		951	g887.t1_W	0		951	951	0
g890.t1	g890.t1_Z	0		936	g890.t1_W	0		936	936	0.0047
g891.t2	g891.t2_Z	0		3012	g891.t2_W	0		3012	3012	0.0014
g899.t1	g899.t1_Z	0		1080	g899.t1_W	0		1080	1080	0
g902.t1	g902.t1_Z	0		1305	g902.t1_W	0		1305	1305	0.0034
g903.t1	g903.t1_Z	0		1191	g903.t1_W	0		1191	1191	0.0073
g904.t1	g904.t1_Z	0		564	g904.t1_W	0		564	564	0.0284
g907.t2	g907.t2_Z	0		1080	g907.t2_W	0		1080	1080	0.0104
g910.t1	g910.t1_Z	0		957	g910.t1_W	0		957	957	0
g911.t1	g911.t1_Z	0		2904	g911.t1_W	0		2904	2904	0.0033
g913.t1	g913.t1_Z	0		1563	g913.t1_W	1	,817	1563	1563	0.0033
g914.t1	g914.t1_Z	0		516	g914.t1_W	0		516	516	0.0240
g917.t1	g917.t1_Z	0		1812	g917.t1_W	0		1812	1812	0.0087
g923.t1	g923.t1_Z	0		1326	g923.t1_W	0		1326	1326	0.0028
g924.t1	g924.t1_Z	0		747	g924.t1_W	0		747	747	0.0055
g925.t1	g925.t1_Z	0		2541	g925.t1_W	0		2541	2541	0.0015
g926.t1	g926.t1_Z	0		1488	g926.t1_W	0		1488	1488	0.0375
g931.t1	g931.t1_Z	0		375	g931.t1_W	0		375	375	0
g936.t1	g936.t1_Z	0		2922	g936.t1_W	0		2922	2922	0.0013
g939.t1	g939.t1_Z	0		1563	g939.t1_W	0		1563	1563	0.0048
g940.t1	g940.t1_Z	0		5700	g940.t1_W	0		5700	5700	0
g941.t1	g941.t1_Z	0		1425	g941.t1_W	0		1425	1425	0.0055
g942.t1	g942.t1_Z	0		1266	g942.t1_W	0		1266	1266	0
g946.t1	g946.t1_Z	0		1284	g946.t1_W	0		1284	1284	0.0029
g947.t2	g947.t2_Z	0		1029	g947.t2_W	0		1029	1029	0.0039
g952.t1	g952.t1_Z	0		594	g952.t1_W	0		594	594	0.0219
g954.t1	g954.t1_Z	0		306	g954.t1_W	0		306	306	0.1423
g955.t1	g955.t1_Z	0		432	g955.t1_W	0		432	432	0.0355
g956.t1	g956.t1_Z	0		1539	g956.t1_W	0		1539	1539	0.0105
g958.t1	g958.t1_Z	0		1164	g958.t1_W	0		1164	1164	0.0060
g959.t1	g959.t1_Z	0		1869	g959.t1_W	0		1869	1869	0.0047
g960.t1	g960.t1_Z	0		1311	g960.t1_W	0		1311	1311	0.0064
g965.t1	g965.t1_Z	0		1113	g965.t1_W	0		1113	1113	0.0141
g966.t1	g966.t1_Z	0		1257	g966.t1_W	0		1257	1257	0.0091
g968.t1	g968.t1_Z	0		3423	g968.t1_W	0		3423	3423	0.0130
g973.t1	g973.t1_Z	0		3003	g973.t1_W	0		3003	3003	0.0013
g975.t1	g975.t1_Z	0		1692	g975.t1_W	0		1692	1692	0.0108
g982.t1	g982.t1_Z	0		624	g982.t1_W	0		624	624	0.0062
g983.t1	g983.t1_Z	0		1494	g983.t1_W	1	,130	1494	1494	0
g993.t1	g993.t1_Z	0		3243	g993.t1_W	0		3243	3243	0.0107
g994.t1	g994.t1_Z	0		1644	g994.t1_W	0		1644	1644	0.0106
g998.t2	g998.t2_Z	0		765	g998.t2_W	0		765	765	0.0048
g999.t1	g999.t1_Z	0		1458	g999.t1_W	0		1458	1458	0.0274
