fasta_file_Name	X_sequence_name	X_number_internal_stop_codons	X_positions_internal_stop_codons	X_initial_sequence_length	Y_sequence_name	Y_number_stop_codons	Y_positions_stop_codons	Y_initial_sequence_length	final_XY_sequence_length	dS
chr12_000259.1	_chr12_000259.1_X	0		1695	_chr12_000259.1_Y	0		1695	1695	0.0346
chr12_000269.1	_chr12_000269.1_X	0		861	_chr12_000269.1_Y	0		861	861	0.0244
chr12_000271.1	_chr12_000271.1_X	0		2313	_chr12_000271.1_Y	1	,205	2313	2313	0.0026
chr12_000272.1	_chr12_000272.1_X	0		513	_chr12_000272.1_Y	0		513	513	0.0138
chr12_000275.1	_chr12_000275.1_X	0		2103	_chr12_000275.1_Y	0		2103	2103	0.0035
chr12_000276.1	_chr12_000276.1_X	0		1476	_chr12_000276.1_Y	0		1476	1476	0
chr12_000277.1	_chr12_000277.1_X	0		489	_chr12_000277.1_Y	0		489	489	0
chr12_000280.1	_chr12_000280.1_X	0		1203	_chr12_000280.1_Y	0		1203	1203	0.0030
chr12_000282.1	_chr12_000282.1_X	0		1185	_chr12_000282.1_Y	0		1185	1185	0
chr12_000285.1	_chr12_000285.1_X	0		2520	_chr12_000285.1_Y	0		2520	2520	0.0154
chr12_000289.1	_chr12_000289.1_X	0		3966	_chr12_000289.1_Y	0		3966	3966	0.0030
chr12_000299.1	_chr12_000299.1_X	0		1977	_chr12_000299.1_Y	0		1977	1977	0.0077
chr12_000301.1	_chr12_000301.1_X	0		1722	_chr12_000301.1_Y	0		1722	1722	0.0052
chr12_000302.1	_chr12_000302.1_X	0		1200	_chr12_000302.1_Y	0		1200	1200	0.0032
chr12_000303.1	_chr12_000303.1_X	0		630	_chr12_000303.1_Y	0		630	630	0
chr12_000304.1	_chr12_000304.1_X	0		1155	_chr12_000304.1_Y	0		1155	1155	0.0017
chr12_000306.1	_chr12_000306.1_X	0		534	_chr12_000306.1_Y	0		534	534	0.0152
chr12_000316.1	_chr12_000316.1_X	0		837	_chr12_000316.1_Y	0		837	837	0
chr12_000321.1	_chr12_000321.1_X	0		1032	_chr12_000321.1_Y	0		1032	1032	0
chr12_000333.1	_chr12_000333.1_X	0		2139	_chr12_000333.1_Y	0		2139	2139	0
chr12_000334.1	_chr12_000334.1_X	0		864	_chr12_000334.1_Y	0		864	864	0.0073
chr12_000339.1	_chr12_000339.1_X	0		963	_chr12_000339.1_Y	0		963	963	0.0320
chr12_000340.1	_chr12_000340.1_X	0		4143	_chr12_000340.1_Y	0		4143	4143	0.0012
chr12_000342.1	_chr12_000342.1_X	0		2256	_chr12_000342.1_Y	0		2256	2256	0.0162
chr12_000343.1	_chr12_000343.1_X	0		360	_chr12_000343.1_Y	0		360	360	0
chr12_000347.1	_chr12_000347.1_X	0		579	_chr12_000347.1_Y	0		579	579	0
chr12_000353.1	_chr12_000353.1_X	0		1443	_chr12_000353.1_Y	0		1443	1443	0.0028
chr12_000354.1	_chr12_000354.1_X	0		3195	_chr12_000354.1_Y	0		3195	3195	0.0061
chr12_000361.1	_chr12_000361.1_X	0		435	_chr12_000361.1_Y	0		435	435	0.0460
chr12_000380.1	_chr12_000380.1_X	0		1098	_chr12_000380.1_Y	0		1098	1098	0.0050
chr12_000385.1	_chr12_000385.1_X	0		1257	_chr12_000385.1_Y	0		1257	1257	0
chr12_000386.1	_chr12_000386.1_X	0		465	_chr12_000386.1_Y	0		465	465	0
chr12_000392.1	_chr12_000392.1_X	0		2088	_chr12_000392.1_Y	0		2088	2088	0.0115
chr12_000399.1	_chr12_000399.1_X	0		2586	_chr12_000399.1_Y	0		2586	2586	0.0930
chr12_000406.1	_chr12_000406.1_X	0		630	_chr12_000406.1_Y	0		630	630	0
chr12_000426.1	_chr12_000426.1_X	0		2871	_chr12_000426.1_Y	0		2871	2871	0.0362
chr12_000431.1	_chr12_000431.1_X	0		1635	_chr12_000431.1_Y	0		1635	1635	0
chr12_000438.1	_chr12_000438.1_X	0		2844	_chr12_000438.1_Y	0		2844	2844	0.0241
chr12_000439.1	_chr12_000439.1_X	0		1497	_chr12_000439.1_Y	0		1497	1497	0.0262
chr12_000451.1	_chr12_000451.1_X	0		486	_chr12_000451.1_Y	0		486	486	0.0268
chr12_000454.1	_chr12_000454.1_X	0		948	_chr12_000454.1_Y	0		948	948	0.0044
chr12_000469.1	_chr12_000469.1_X	0		2442	_chr12_000469.1_Y	0		2442	2442	0.0219
chr12_000471.1	_chr12_000471.1_X	0		3036	_chr12_000471.1_Y	0		3036	3036	0.0274
chr12_000476.1	_chr12_000476.1_X	0		1896	_chr12_000476.1_Y	0		1896	1896	0.0321
chr12_000480.1	_chr12_000480.1_X	0		3039	_chr12_000480.1_Y	0		3039	3039	0.0285
chr12_000481.1	_chr12_000481.1_X	0		1404	_chr12_000481.1_Y	0		1404	1404	0.0065
chr12_000482.1	_chr12_000482.1_X	0		2922	_chr12_000482.1_Y	0		2922	2922	0.0054
chr12_000483.1	_chr12_000483.1_X	0		1785	_chr12_000483.1_Y	0		1785	1785	0.0080
chr12_000494.1	_chr12_000494.1_X	0		1179	_chr12_000494.1_Y	0		1179	1179	0.0366
chr12_000505.1	_chr12_000505.1_X	0		492	_chr12_000505.1_Y	0		492	492	0
chr12_000524.1	_chr12_000524.1_X	0		1239	_chr12_000524.1_Y	0		1239	1239	0
chr12_000528.1	_chr12_000528.1_X	0		1581	_chr12_000528.1_Y	0		1581	1581	0
chr12_000536.1	_chr12_000536.1_X	0		882	_chr12_000536.1_Y	0		882	882	0
chr12_000547.1	_chr12_000547.1_X	0		1575	_chr12_000547.1_Y	0		1575	1575	0.0663
chr12_000558.1	_chr12_000558.1_X	0		645	_chr12_000558.1_Y	0		645	645	0.0670
chr12_000559.1	_chr12_000559.1_X	0		1827	_chr12_000559.1_Y	0		1827	1827	0.0735
chr12_000562.1	_chr12_000562.1_X	0		921	_chr12_000562.1_Y	0		921	921	0.0040
chr12_000570.1	_chr12_000570.1_X	0		984	_chr12_000570.1_Y	0		984	984	0.0847
chr12_000577.1	_chr12_000577.1_X	0		1626	_chr12_000577.1_Y	0		1626	1626	0.0883
chr12_000580.1	_chr12_000580.1_X	0		1365	_chr12_000580.1_Y	0		1365	1365	0.0548
chr12_000585.1	_chr12_000585.1_X	0		213	_chr12_000585.1_Y	0		213	213	0.1620
chr12_000592.1	_chr12_000592.1_X	0		1002	_chr12_000592.1_Y	0		1002	1002	0.0425
chr12_000593.1	_chr12_000593.1_X	0		2601	_chr12_000593.1_Y	0		2601	2601	0.0491
chr12_000595.1	_chr12_000595.1_X	0		981	_chr12_000595.1_Y	0		981	981	0.1077
chr12_000598.1	_chr12_000598.1_X	0		1716	_chr12_000598.1_Y	0		1716	1716	0.0913
chr12_000624.1	_chr12_000624.1_X	0		1698	_chr12_000624.1_Y	0		1698	1698	0.0818
chr12_000634.1	_chr12_000634.1_X	0		1704	_chr12_000634.1_Y	0		1704	1704	0.0539
chr12_000673.1	_chr12_000673.1_X	0		1254	_chr12_000673.1_Y	0		1254	1254	0.0832
chr12_000688.1	_chr12_000688.1_X	0		1326	_chr12_000688.1_Y	0		1326	1326	0.1210
chr12_000690.1	_chr12_000690.1_X	0		1878	_chr12_000690.1_Y	0		1878	1878	0.0245
chr12_000696.1	_chr12_000696.1_X	0		957	_chr12_000696.1_Y	0		957	957	0.0507
chr12_000743.1	_chr12_000743.1_X	0		1287	_chr12_000743.1_Y	0		1287	1287	0.0172
chr12_000744.1	_chr12_000744.1_X	0		279	_chr12_000744.1_Y	0		279	279	0
chr12_000745.1	_chr12_000745.1_X	0		1251	_chr12_000745.1_Y	0		1251	1251	0.0354
chr12_000760.1	_chr12_000760.1_X	0		1674	_chr12_000760.1_Y	0		1674	1674	0.0291
chr12_000774.1	_chr12_000774.1_X	0		1215	_chr12_000774.1_Y	0		1215	1215	0.0255
chr12_000813.1	_chr12_000813.1_X	0		1356	_chr12_000813.1_Y	0		1356	1356	0.0454
chr12_000828.1	_chr12_000828.1_X	0		1665	_chr12_000828.1_Y	0		1665	1665	0.0454
chr12_000832.1	_chr12_000832.1_X	0		663	_chr12_000832.1_Y	0		663	663	0.0358
chr12_000840.1	_chr12_000840.1_X	0		483	_chr12_000840.1_Y	0		483	483	0.0447
chr12_000860.1	_chr12_000860.1_X	0		1761	_chr12_000860.1_Y	0		1761	1761	0.0356
chr12_000867.1	_chr12_000867.1_X	0		1347	_chr12_000867.1_Y	0		1347	1347	0.0323
chr12_000880.1	_chr12_000880.1_X	0		1065	_chr12_000880.1_Y	0		1065	1065	0.0109
chr12_000887.1	_chr12_000887.1_X	0		1362	_chr12_000887.1_Y	0		1362	1362	0.0304
chr12_000892.1	_chr12_000892.1_X	0		1164	_chr12_000892.1_Y	0		1164	1164	0.0442
chr12_000901.1	_chr12_000901.1_X	0		741	_chr12_000901.1_Y	0		741	741	0.0371
chr12_000914.1	_chr12_000914.1_X	0		2574	_chr12_000914.1_Y	0		2574	2574	0.0134
chr12_000927.1	_chr12_000927.1_X	0		1272	_chr12_000927.1_Y	0		1272	1272	0.0594
chr12_000983.1	_chr12_000983.1_X	0		1176	_chr12_000983.1_Y	0		1176	1176	0.0437
chr12_001009.1	_chr12_001009.1_X	0		609	_chr12_001009.1_Y	0		609	609	0.0200
chr12_001017.1	_chr12_001017.1_X	0		1473	_chr12_001017.1_Y	0		1473	1473	0.0230
chr12_001026.1	_chr12_001026.1_X	0		2616	_chr12_001026.1_Y	0		2616	2616	0.0317
chr12_001044.1	_chr12_001044.1_X	0		9720	_chr12_001044.1_Y	0		9720	9720	0.0033
chr12_001052.1	_chr12_001052.1_X	0		996	_chr12_001052.1_Y	0		996	996	0.0312
chr12_001054.1	_chr12_001054.1_X	0		2430	_chr12_001054.1_Y	0		2430	2430	0.0569
chr12_001060.1	_chr12_001060.1_X	0		1041	_chr12_001060.1_Y	0		1041	1041	0.0464
chr12_001064.1	_chr12_001064.1_X	0		1032	_chr12_001064.1_Y	0		1032	1032	0.0197
chr12_001081.1	_chr12_001081.1_X	0		267	_chr12_001081.1_Y	0		267	267	0.0139
chr12_001086.1	_chr12_001086.1_X	0		3573	_chr12_001086.1_Y	0		3573	3573	0.0425
chr12_001102.1	_chr12_001102.1_X	0		447	_chr12_001102.1_Y	0		447	447	0.0250
chr12_001109.1	_chr12_001109.1_X	0		3738	_chr12_001109.1_Y	0		3738	3738	0.0383
chr12_001121.1	_chr12_001121.1_X	0		2007	_chr12_001121.1_Y	0		2007	2007	0.0496
chr12_001126.1	_chr12_001126.1_X	0		1317	_chr12_001126.1_Y	0		1317	1317	0.0267
chr12_001135.1	_chr12_001135.1_X	0		1536	_chr12_001135.1_Y	0		1536	1536	0.0385
chr12_001143.1	_chr12_001143.1_X	0		627	_chr12_001143.1_Y	0		627	627	0.0603
chr12_001148.1	_chr12_001148.1_X	0		498	_chr12_001148.1_Y	0		498	498	0.0985
chr12_001154.1	_chr12_001154.1_X	0		648	_chr12_001154.1_Y	0		648	648	0.1300
chr12_001184.1	_chr12_001184.1_X	0		2730	_chr12_001184.1_Y	0		2730	2730	0.0434
chr12_001191.1	_chr12_001191.1_X	0		504	_chr12_001191.1_Y	0		504	504	0.0288
chr12_001219.1	_chr12_001219.1_X	0		753	_chr12_001219.1_Y	0		753	753	0.0334
chr12_001221.1	_chr12_001221.1_X	0		2628	_chr12_001221.1_Y	0		2628	2628	0.0502
chr12_001247.1	_chr12_001247.1_X	0		1056	_chr12_001247.1_Y	0		1056	1056	0.0436
chr12_001251.1	_chr12_001251.1_X	0		1125	_chr12_001251.1_Y	0		1125	1125	0.0626
chr12_001252.1	_chr12_001252.1_X	0		1302	_chr12_001252.1_Y	0		1302	1302	0.0400
chr12_001261.1	_chr12_001261.1_X	0		1464	_chr12_001261.1_Y	0		1464	1464	0.0366
chr12_001265.1	_chr12_001265.1_X	0		1410	_chr12_001265.1_Y	0		1410	1410	0.0095
chr12_001271.1	_chr12_001271.1_X	0		1506	_chr12_001271.1_Y	0		1506	1506	0.0367
chr12_001285.1	_chr12_001285.1_X	0		3789	_chr12_001285.1_Y	0		3789	3789	0.0463
chr12_001293.1	_chr12_001293.1_X	0		1017	_chr12_001293.1_Y	0		1017	1017	0.0497
chr12_001324.1	_chr12_001324.1_X	0		1803	_chr12_001324.1_Y	0		1803	1803	0.0358
chr12_001327.1	_chr12_001327.1_X	0		1572	_chr12_001327.1_Y	0		1572	1572	0.0231
chr12_001349.1	_chr12_001349.1_X	0		1530	_chr12_001349.1_Y	0		1530	1530	0.0144
chr12_001358.1	_chr12_001358.1_X	0		678	_chr12_001358.1_Y	0		678	678	0.0462
chr12_001361.1	_chr12_001361.1_X	0		1080	_chr12_001361.1_Y	0		1080	1080	0.0158
chr12_001382.1	_chr12_001382.1_X	0		852	_chr12_001382.1_Y	0		852	852	0.0499
chr12_001398.1	_chr12_001398.1_X	0		465	_chr12_001398.1_Y	0		465	465	0.0599
chr12_001402.1	_chr12_001402.1_X	0		1842	_chr12_001402.1_Y	0		1842	1842	0.0412
chr12_001406.1	_chr12_001406.1_X	0		2733	_chr12_001406.1_Y	0		2733	2733	0.0305
chr12_001408.1	_chr12_001408.1_X	0		648	_chr12_001408.1_Y	0		648	648	0.0192
chr12_001411.1	_chr12_001411.1_X	0		3504	_chr12_001411.1_Y	0		3504	3504	0.0333
chr12_001433.1	_chr12_001433.1_X	0		1626	_chr12_001433.1_Y	0		1626	1626	0.0634
chr12_001434.1	_chr12_001434.1_X	0		1173	_chr12_001434.1_Y	0		1173	1173	0.0256
chr12_001435.1	_chr12_001435.1_X	0		1263	_chr12_001435.1_Y	1	,1225	1263	1263	0.0174
chr12_001449.1	_chr12_001449.1_X	0		1740	_chr12_001449.1_Y	0		1740	1740	0.0194
chr12_001451.1	_chr12_001451.1_X	0		567	_chr12_001451.1_Y	0		567	567	0.0936
chr12_001477.1	_chr12_001477.1_X	0		1044	_chr12_001477.1_Y	0		1044	1044	0.0279
chr12_001488.1	_chr12_001488.1_X	0		675	_chr12_001488.1_Y	0		675	675	0.0235
chr12_001496.1	_chr12_001496.1_X	0		2901	_chr12_001496.1_Y	0		2901	2901	0.0292
chr12_001497.1	_chr12_001497.1_X	0		690	_chr12_001497.1_Y	0		690	690	0.0198
chr12_001500.1	_chr12_001500.1_X	0		654	_chr12_001500.1_Y	0		654	654	0.0481
chr12_001503.1	_chr12_001503.1_X	0		1059	_chr12_001503.1_Y	0		1059	1059	0.0096
chr12_001509.1	_chr12_001509.1_X	0		2307	_chr12_001509.1_Y	0		2307	2307	0.0273
chr12_001522.1	_chr12_001522.1_X	0		2901	_chr12_001522.1_Y	0		2901	2901	0
chr12_001531.1	_chr12_001531.1_X	0		885	_chr12_001531.1_Y	0		885	885	0.0593
chr12_001547.1	_chr12_001547.1_X	0		2712	_chr12_001547.1_Y	0		2712	2712	0.0100
chr12_001556.1	_chr12_001556.1_X	0		1467	_chr12_001556.1_Y	0		1467	1467	0.0073
chr12_001574.1	_chr12_001574.1_X	0		1083	_chr12_001574.1_Y	0		1083	1083	0.0138
chr12_001575.1	_chr12_001575.1_X	0		1596	_chr12_001575.1_Y	0		1596	1596	0.0294
chr12_001581.1	_chr12_001581.1_X	0		1140	_chr12_001581.1_Y	0		1140	1140	0.0252
chr12_001587.1	_chr12_001587.1_X	0		1155	_chr12_001587.1_Y	0		1155	1155	0.0034
chr12_001588.1	_chr12_001588.1_X	0		2184	_chr12_001588.1_Y	0		2184	2184	0.0278
chr12_001596.1	_chr12_001596.1_X	0		174	_chr12_001596.1_Y	0		174	174	0.0243
chr12_001599.1	_chr12_001599.1_X	0		2403	_chr12_001599.1_Y	0		2403	2403	0.0077
chr12_001612.1	_chr12_001612.1_X	0		1209	_chr12_001612.1_Y	0		1209	1209	0.0553
chr12_001614.1	_chr12_001614.1_X	0		1290	_chr12_001614.1_Y	0		1290	1290	0.0452
chr12_001624.1	_chr12_001624.1_X	0		1449	_chr12_001624.1_Y	0		1449	1449	0.0108
chr12_001625.1	_chr12_001625.1_X	0		1326	_chr12_001625.1_Y	0		1326	1326	0.0202
chr12_001634.1	_chr12_001634.1_X	0		2844	_chr12_001634.1_Y	0		2844	2844	0.0074
chr12_001639.1	_chr12_001639.1_X	0		1446	_chr12_001639.1_Y	0		1446	1446	0.0587
chr12_001648.1	_chr12_001648.1_X	0		855	_chr12_001648.1_Y	0		855	855	0.0088
chr12_001650.1	_chr12_001650.1_X	0		2250	_chr12_001650.1_Y	0		2250	2250	0.0077
chr12_001653.1	_chr12_001653.1_X	0		1929	_chr12_001653.1_Y	0		1929	1929	0
chr12_001654.1	_chr12_001654.1_X	0		1053	_chr12_001654.1_Y	0		1053	1053	0.0039
chr12_001666.1	_chr12_001666.1_X	0		2670	_chr12_001666.1_Y	0		2670	2670	0.0149
chr12_001675.1	_chr12_001675.1_X	0		738	_chr12_001675.1_Y	0		738	738	0.0299
chr12_001695.1	_chr12_001695.1_X	0		642	_chr12_001695.1_Y	0		642	642	0.0063
chr12_001700.1	_chr12_001700.1_X	0		1389	_chr12_001700.1_Y	0		1389	1389	0
chr12_001701.1	_chr12_001701.1_X	0		732	_chr12_001701.1_Y	0		732	732	0.0053
chr12_001702.1	_chr12_001702.1_X	0		783	_chr12_001702.1_Y	0		783	783	0.0052
chr12_001703.1	_chr12_001703.1_X	0		1239	_chr12_001703.1_Y	0		1239	1239	0.0124
chr12_001704.1	_chr12_001704.1_X	0		1719	_chr12_001704.1_Y	0		1719	1719	0.0295
chr12_001705.1	_chr12_001705.1_X	0		705	_chr12_001705.1_Y	0		705	705	0.0531
chr12_001709.1	_chr12_001709.1_X	0		1512	_chr12_001709.1_Y	0		1512	1512	0
chr12_001710.1	_chr12_001710.1_X	0		828	_chr12_001710.1_Y	0		828	828	0.0047
