fasta_file_Name	X_sequence_name	X_number_internal_stop_codons	X_positions_internal_stop_codons	X_initial_sequence_length	Y_sequence_name	Y_number_stop_codons	Y_positions_stop_codons	Y_initial_sequence_length	final_XY_sequence_length	dS
chr12_000100.1	_chr12_000100.1_X	0		648	_chr12_000100.1_Y	0		648	648	0.0113
chr12_000102.1	_chr12_000102.1_X	0		2730	_chr12_000102.1_Y	0		2730	2730	0.0074
chr12_000103.1	_chr12_000103.1_X	0		2700	_chr12_000103.1_Y	0		2700	2700	0.0039
chr12_000104.1	_chr12_000104.1_X	0		1272	_chr12_000104.1_Y	0		1272	1272	0
chr12_000105.1	_chr12_000105.1_X	0		2832	_chr12_000105.1_Y	0		2832	2832	0.0055
chr12_000106.1	_chr12_000106.1_X	0		4626	_chr12_000106.1_Y	0		4626	4626	0.0267
chr12_000107.1	_chr12_000107.1_X	0		2445	_chr12_000107.1_Y	0		2445	2445	0.0506
chr12_000117.1	_chr12_000117.1_X	0		2625	_chr12_000117.1_Y	0		2625	2625	0
chr12_000124.1	_chr12_000124.1_X	0		1719	_chr12_000124.1_Y	0		1719	1719	0
chr12_000125.1	_chr12_000125.1_X	0		5487	_chr12_000125.1_Y	0		5487	5487	0.0209
chr12_000126.1	_chr12_000126.1_X	0		5340	_chr12_000126.1_Y	0		5340	5340	0
chr12_000128.1	_chr12_000128.1_X	0		525	_chr12_000128.1_Y	0		525	525	0.0560
chr12_000135.1	_chr12_000135.1_X	0		1953	_chr12_000135.1_Y	0		1953	1953	0.0146
chr12_000141.1	_chr12_000141.1_X	0		1089	_chr12_000141.1_Y	0		1089	1089	0
chr12_000142.1	_chr12_000142.1_X	0		1833	_chr12_000142.1_Y	0		1833	1833	0
chr12_000143.1	_chr12_000143.1_X	0		1320	_chr12_000143.1_Y	0		1320	1320	0.0722
chr12_000145.1	_chr12_000145.1_X	0		1593	_chr12_000145.1_Y	0		1593	1593	0.0359
chr12_000156.1	_chr12_000156.1_X	0		1017	_chr12_000156.1_Y	0		1017	1017	0.0132
chr12_000160.1	_chr12_000160.1_X	0		2601	_chr12_000160.1_Y	0		2601	2601	0.0135
chr12_000165.1	_chr12_000165.1_X	0		1596	_chr12_000165.1_Y	0		1596	1596	0
chr12_000167.1	_chr12_000167.1_X	0		1578	_chr12_000167.1_Y	0		1578	1578	0.0559
chr12_000168.1	_chr12_000168.1_X	0		1233	_chr12_000168.1_Y	0		1233	1233	0.0450
chr12_000169.1	_chr12_000169.1_X	0		4134	_chr12_000169.1_Y	0		4134	4134	0.0220
chr12_000171.1	_chr12_000171.1_X	0		480	_chr12_000171.1_Y	0		480	480	0.0567
chr12_000173.1	_chr12_000173.1_X	0		2943	_chr12_000173.1_Y	0		2943	2943	0.0212
chr12_000176.1	_chr12_000176.1_X	0		1860	_chr12_000176.1_Y	0		1860	1860	0.0078
chr12_000177.1	_chr12_000177.1_X	0		1833	_chr12_000177.1_Y	0		1833	1833	0.0721
chr12_000179.1	_chr12_000179.1_X	0		1443	_chr12_000179.1_Y	0		1443	1443	0.0606
chr12_000192.1	_chr12_000192.1_X	0		693	_chr12_000192.1_Y	0		693	693	0
chr12_000197.1	_chr12_000197.1_X	0		1443	_chr12_000197.1_Y	0		1443	1443	0
chr12_000199.1	_chr12_000199.1_X	0		1431	_chr12_000199.1_Y	0		1431	1431	0.0200
chr12_000200.1	_chr12_000200.1_X	0		3189	_chr12_000200.1_Y	0		3189	3189	0.0412
chr12_000205.1	_chr12_000205.1_X	0		1953	_chr12_000205.1_Y	0		1953	1953	0.0108
chr12_000206.1	_chr12_000206.1_X	0		930	_chr12_000206.1_Y	0		930	930	0
chr12_000210.1	_chr12_000210.1_X	0		2097	_chr12_000210.1_Y	0		2097	2097	0.0241
chr12_000215.1	_chr12_000215.1_X	0		960	_chr12_000215.1_Y	0		960	960	0.0641
chr12_000216.1	_chr12_000216.1_X	0		444	_chr12_000216.1_Y	0		444	444	0.0567
chr12_000229.1	_chr12_000229.1_X	0		1539	_chr12_000229.1_Y	0		1539	1539	0.0194
chr12_000230.1	_chr12_000230.1_X	0		2313	_chr12_000230.1_Y	0		2313	2313	0
chr12_000231.1	_chr12_000231.1_X	0		2322	_chr12_000231.1_Y	0		2322	2322	0
chr12_000232.1	_chr12_000232.1_X	0		1557	_chr12_000232.1_Y	0		1557	1557	0
chr12_000236.1	_chr12_000236.1_X	0		2169	_chr12_000236.1_Y	0		2169	2169	0.0356
chr12_000239.1	_chr12_000239.1_X	0		4350	_chr12_000239.1_Y	0		4350	4350	0.0305
chr12_000240.1	_chr12_000240.1_X	0		1395	_chr12_000240.1_Y	0		1395	1395	0.0196
chr12_000241.1	_chr12_000241.1_X	1	,1702	1719	_chr12_000241.1_Y	0		1719	1719	0.0357
chr12_000244.1	_chr12_000244.1_X	0		678	_chr12_000244.1_Y	0		678	678	0
chr12_000247.1	_chr12_000247.1_X	0		5133	_chr12_000247.1_Y	0		5133	5133	0.0214
chr12_000249.1	_chr12_000249.1_X	0		1725	_chr12_000249.1_Y	0		1725	1725	0.0112
chr12_000250.1	_chr12_000250.1_X	0		2667	_chr12_000250.1_Y	0		2667	2667	0.0064
chr12_000253.1	_chr12_000253.1_X	0		6321	_chr12_000253.1_Y	0		6321	6321	0.0171
chr12_000255.1	_chr12_000255.1_X	0		1236	_chr12_000255.1_Y	0		1236	1236	0.0066
chr12_000259.1	_chr12_000259.1_X	0		1695	_chr12_000259.1_Y	0		1695	1695	0.0384
chr12_000269.1	_chr12_000269.1_X	0		861	_chr12_000269.1_Y	0		861	861	0.0100
chr12_000271.1	_chr12_000271.1_X	0		2313	_chr12_000271.1_Y	0		2313	2313	0
chr12_000272.1	_chr12_000272.1_X	0		513	_chr12_000272.1_Y	0		513	513	0.0148
chr12_000275.1	_chr12_000275.1_X	0		2103	_chr12_000275.1_Y	0		2103	2103	0.0086
chr12_000276.1	_chr12_000276.1_X	0		1476	_chr12_000276.1_Y	0		1476	1476	0
chr12_000280.1	_chr12_000280.1_X	0		1203	_chr12_000280.1_Y	0		1203	1203	0.0100
chr12_000281.1	_chr12_000281.1_X	0		2355	_chr12_000281.1_Y	0		2355	2355	0.0292
chr12_000282.1	_chr12_000282.1_X	0		1185	_chr12_000282.1_Y	0		1185	1185	0.0038
chr12_000285.1	_chr12_000285.1_X	0		2520	_chr12_000285.1_Y	0		2520	2520	0.0016
chr12_000289.1	_chr12_000289.1_X	0		3966	_chr12_000289.1_Y	0		3966	3966	0.0108
chr12_000299.1	_chr12_000299.1_X	0		1977	_chr12_000299.1_Y	0		1977	1977	0.0136
chr12_000300.1	_chr12_000300.1_X	0		1365	_chr12_000300.1_Y	0		1365	1365	0.0063
chr12_000301.1	_chr12_000301.1_X	0		1722	_chr12_000301.1_Y	0		1722	1722	0.0153
chr12_000302.1	_chr12_000302.1_X	0		1200	_chr12_000302.1_Y	0		1200	1200	0.0094
chr12_000303.1	_chr12_000303.1_X	0		630	_chr12_000303.1_Y	0		630	630	0
chr12_000304.1	_chr12_000304.1_X	0		1155	_chr12_000304.1_Y	0		1155	1155	0.0036
chr12_000306.1	_chr12_000306.1_X	0		534	_chr12_000306.1_Y	0		534	534	0
chr12_000321.1	_chr12_000321.1_X	0		1032	_chr12_000321.1_Y	0		1032	1032	0.0041
chr12_000333.1	_chr12_000333.1_X	0		2139	_chr12_000333.1_Y	0		2139	2139	0
chr12_000334.1	_chr12_000334.1_X	0		864	_chr12_000334.1_Y	0		864	864	0.0142
chr12_000338.1	_chr12_000338.1_X	0		606	_chr12_000338.1_Y	0		606	606	0.0126
chr12_000339.1	_chr12_000339.1_X	0		963	_chr12_000339.1_Y	0		963	963	0.0043
chr12_000340.1	_chr12_000340.1_X	0		4143	_chr12_000340.1_Y	0		4143	4143	0
chr12_000342.1	_chr12_000342.1_X	0		2256	_chr12_000342.1_Y	0		2256	2256	0.0169
chr12_000349.1	_chr12_000349.1_X	0		525	_chr12_000349.1_Y	0		525	525	0
chr12_000353.1	_chr12_000353.1_X	0		1443	_chr12_000353.1_Y	0		1443	1443	0.0121
chr12_000354.1	_chr12_000354.1_X	0		3195	_chr12_000354.1_Y	0		3195	3195	0.0143
chr12_000361.1	_chr12_000361.1_X	0		435	_chr12_000361.1_Y	0		435	435	0
chr12_000365.1	_chr12_000365.1_X	0		465	_chr12_000365.1_Y	0		465	465	0.0270
chr12_000392.1	_chr12_000392.1_X	0		2088	_chr12_000392.1_Y	0		2088	2088	0
chr12_000397.1	_chr12_000397.1_X	0		333	_chr12_000397.1_Y	0		333	333	0
chr12_000399.1	_chr12_000399.1_X	0		2586	_chr12_000399.1_Y	0		2586	2586	0.0867
chr12_000402.1	_chr12_000402.1_X	0		1479	_chr12_000402.1_Y	0		1479	1479	0.0029
chr12_000412.1	_chr12_000412.1_X	0		720	_chr12_000412.1_Y	0		720	720	0
chr12_000420.1	_chr12_000420.1_X	0		1641	_chr12_000420.1_Y	0		1641	1641	0.0334
chr12_000431.1	_chr12_000431.1_X	0		1635	_chr12_000431.1_Y	0		1635	1635	0
chr12_000432.1	_chr12_000432.1_X	0		504	_chr12_000432.1_Y	0		504	504	0
chr12_000438.1	_chr12_000438.1_X	0		2844	_chr12_000438.1_Y	0		2844	2844	0.0178
chr12_000439.1	_chr12_000439.1_X	0		1497	_chr12_000439.1_Y	0		1497	1497	0.0257
chr12_000451.1	_chr12_000451.1_X	0		486	_chr12_000451.1_Y	0		486	486	0.0102
chr12_000454.1	_chr12_000454.1_X	0		948	_chr12_000454.1_Y	0		948	948	0.0037
chr12_000460.1	_chr12_000460.1_X	0		1068	_chr12_000460.1_Y	0		1068	1068	0.0054
chr12_000469.1	_chr12_000469.1_X	0		2442	_chr12_000469.1_Y	0		2442	2442	0.0172
chr12_000471.1	_chr12_000471.1_X	0		3036	_chr12_000471.1_Y	0		3036	3036	0.0225
chr12_000476.1	_chr12_000476.1_X	0		1896	_chr12_000476.1_Y	0		1896	1896	0.0168
chr12_000479.1	_chr12_000479.1_X	0		1134	_chr12_000479.1_Y	0		1134	1134	0
chr12_000480.1	_chr12_000480.1_X	0		3039	_chr12_000480.1_Y	0		3039	3039	0.0248
chr12_000481.1	_chr12_000481.1_X	0		1404	_chr12_000481.1_Y	0		1404	1404	0.0095
chr12_000483.1	_chr12_000483.1_X	0		1785	_chr12_000483.1_Y	0		1785	1785	0.0078
chr12_000484.1	_chr12_000484.1_X	0		432	_chr12_000484.1_Y	0		432	432	0
chr12_000494.1	_chr12_000494.1_X	0		1179	_chr12_000494.1_Y	0		1179	1179	0.0335
chr12_000497.1	_chr12_000497.1_X	0		1254	_chr12_000497.1_Y	0		1254	1254	0
chr12_000505.1	_chr12_000505.1_X	0		492	_chr12_000505.1_Y	0		492	492	0
chr12_000535.1	_chr12_000535.1_X	0		864	_chr12_000535.1_Y	0		864	864	0
chr12_000547.1	_chr12_000547.1_X	0		1575	_chr12_000547.1_Y	0		1575	1575	0.0426
chr12_000558.1	_chr12_000558.1_X	0		645	_chr12_000558.1_Y	0		645	645	0
chr12_000570.1	_chr12_000570.1_X	0		984	_chr12_000570.1_Y	0		984	984	0.0506
chr12_000577.1	_chr12_000577.1_X	0		1626	_chr12_000577.1_Y	0		1626	1626	0.0414
chr12_000580.1	_chr12_000580.1_X	0		1365	_chr12_000580.1_Y	0		1365	1365	0.0196
chr12_000593.1	_chr12_000593.1_X	0		2601	_chr12_000593.1_Y	0		2601	2601	0.0789
chr12_000598.1	_chr12_000598.1_X	0		1716	_chr12_000598.1_Y	0		1716	1716	0.0355
chr12_000602.1	_chr12_000602.1_X	0		615	_chr12_000602.1_Y	0		615	615	0
chr12_000624.1	_chr12_000624.1_X	0		1698	_chr12_000624.1_Y	0		1698	1698	0.0620
chr12_000634.1	_chr12_000634.1_X	0		1704	_chr12_000634.1_Y	0		1704	1704	0.0585
chr12_000673.1	_chr12_000673.1_X	0		1254	_chr12_000673.1_Y	1	,1246	1254	1254	0.0915
chr12_000687.1	_chr12_000687.1_X	0		1002	_chr12_000687.1_Y	0		1002	1002	0
chr12_000688.1	_chr12_000688.1_X	0		1326	_chr12_000688.1_Y	0		1326	1326	0.1274
chr12_000690.1	_chr12_000690.1_X	0		1878	_chr12_000690.1_Y	0		1878	1878	0.0446
chr12_000710.1	_chr12_000710.1_X	0		2013	_chr12_000710.1_Y	0		2013	2013	0
chr12_000725.1	_chr12_000725.1_X	0		2184	_chr12_000725.1_Y	0		2184	2184	0
chr12_000743.1	_chr12_000743.1_X	0		1287	_chr12_000743.1_Y	0		1287	1287	0.0197
chr12_000745.1	_chr12_000745.1_X	0		1251	_chr12_000745.1_Y	0		1251	1251	0.0226
chr12_000760.1	_chr12_000760.1_X	0		1674	_chr12_000760.1_Y	0		1674	1674	0.0536
chr12_000770.1	_chr12_000770.1_X	0		2301	_chr12_000770.1_Y	1	,2155	2301	2301	0.0121
chr12_000774.1	_chr12_000774.1_X	0		1215	_chr12_000774.1_Y	0		1215	1215	0.0328
chr12_000813.1	_chr12_000813.1_X	0		1356	_chr12_000813.1_Y	0		1356	1356	0.0569
chr12_000828.1	_chr12_000828.1_X	0		1665	_chr12_000828.1_Y	0		1665	1665	0.0323
chr12_000832.1	_chr12_000832.1_X	0		663	_chr12_000832.1_Y	0		663	663	0.0434
chr12_000840.1	_chr12_000840.1_X	0		483	_chr12_000840.1_Y	0		483	483	0.0382
chr12_000860.1	_chr12_000860.1_X	0		1761	_chr12_000860.1_Y	0		1761	1761	0.0381
chr12_000867.1	_chr12_000867.1_X	0		1347	_chr12_000867.1_Y	0		1347	1347	0.0430
chr12_000880.1	_chr12_000880.1_X	0		1065	_chr12_000880.1_Y	0		1065	1065	0.0224
chr12_000887.1	_chr12_000887.1_X	0		1362	_chr12_000887.1_Y	0		1362	1362	0.0229
chr12_000892.1	_chr12_000892.1_X	0		1164	_chr12_000892.1_Y	0		1164	1164	0.0539
chr12_000901.1	_chr12_000901.1_X	0		741	_chr12_000901.1_Y	0		741	741	0
chr12_000914.1	_chr12_000914.1_X	0		2574	_chr12_000914.1_Y	0		2574	2574	0.0356
chr12_000983.1	_chr12_000983.1_X	0		1176	_chr12_000983.1_Y	0		1176	1176	0.0415
chr12_000993.1	_chr12_000993.1_X	0		2889	_chr12_000993.1_Y	0		2889	2889	0
chr12_001009.1	_chr12_001009.1_X	0		609	_chr12_001009.1_Y	0		609	609	0.0060
chr12_001017.1	_chr12_001017.1_X	0		1473	_chr12_001017.1_Y	0		1473	1473	0.0171
chr12_001026.1	_chr12_001026.1_X	0		2616	_chr12_001026.1_Y	0		2616	2616	0.0232
chr12_001044.1	_chr12_001044.1_X	0		9720	_chr12_001044.1_Y	0		9720	9720	0.0144
chr12_001052.1	_chr12_001052.1_X	0		996	_chr12_001052.1_Y	0		996	996	0.0320
chr12_001054.1	_chr12_001054.1_X	0		2430	_chr12_001054.1_Y	0		2430	2430	0.0512
chr12_001060.1	_chr12_001060.1_X	0		1041	_chr12_001060.1_Y	0		1041	1041	0.0508
chr12_001081.1	_chr12_001081.1_X	0		267	_chr12_001081.1_Y	0		267	267	0.0277
chr12_001086.1	_chr12_001086.1_X	0		3573	_chr12_001086.1_Y	0		3573	3573	0.0409
chr12_001098.1	_chr12_001098.1_X	0		996	_chr12_001098.1_Y	0		996	996	0
chr12_001109.1	_chr12_001109.1_X	0		3738	_chr12_001109.1_Y	0		3738	3738	0.0434
chr12_001121.1	_chr12_001121.1_X	0		2007	_chr12_001121.1_Y	0		2007	2007	0.0271
chr12_001125.1	_chr12_001125.1_X	0		1275	_chr12_001125.1_Y	0		1275	1275	0.0335
chr12_001126.1	_chr12_001126.1_X	0		1317	_chr12_001126.1_Y	0		1317	1317	0.0660
chr12_001135.1	_chr12_001135.1_X	0		1536	_chr12_001135.1_Y	0		1536	1536	0.0621
chr12_001143.1	_chr12_001143.1_X	0		627	_chr12_001143.1_Y	0		627	627	0.0597
chr12_001154.1	_chr12_001154.1_X	0		648	_chr12_001154.1_Y	0		648	648	0.0678
chr12_001184.1	_chr12_001184.1_X	0		2730	_chr12_001184.1_Y	0		2730	2730	0.0437
chr12_001191.1	_chr12_001191.1_X	0		504	_chr12_001191.1_Y	0		504	504	0.0170
chr12_001219.1	_chr12_001219.1_X	0		753	_chr12_001219.1_Y	0		753	753	0.0374
chr12_001221.1	_chr12_001221.1_X	0		2628	_chr12_001221.1_Y	0		2628	2628	0.0428
chr12_001251.1	_chr12_001251.1_X	0		1125	_chr12_001251.1_Y	0		1125	1125	0.0475
chr12_001252.1	_chr12_001252.1_X	0		1302	_chr12_001252.1_Y	0		1302	1302	0.0403
chr12_001261.1	_chr12_001261.1_X	0		1464	_chr12_001261.1_Y	0		1464	1464	0.0353
chr12_001265.1	_chr12_001265.1_X	0		1410	_chr12_001265.1_Y	0		1410	1410	0.0028
chr12_001271.1	_chr12_001271.1_X	0		1506	_chr12_001271.1_Y	0		1506	1506	0.0351
chr12_001285.1	_chr12_001285.1_X	0		3789	_chr12_001285.1_Y	0		3789	3789	0.0380
chr12_001293.1	_chr12_001293.1_X	0		1017	_chr12_001293.1_Y	0		1017	1017	0.0555
chr12_001324.1	_chr12_001324.1_X	0		1803	_chr12_001324.1_Y	0		1803	1803	0.0294
chr12_001327.1	_chr12_001327.1_X	0		1572	_chr12_001327.1_Y	0		1572	1572	0.0146
chr12_001358.1	_chr12_001358.1_X	0		678	_chr12_001358.1_Y	0		678	678	0.0117
chr12_001361.1	_chr12_001361.1_X	0		1080	_chr12_001361.1_Y	0		1080	1080	0.0254
chr12_001377.1	_chr12_001377.1_X	0		1533	_chr12_001377.1_Y	0		1533	1533	0.0164
chr12_001382.1	_chr12_001382.1_X	0		852	_chr12_001382.1_Y	0		852	852	0.0502
chr12_001398.1	_chr12_001398.1_X	0		465	_chr12_001398.1_Y	0		465	465	0.0539
chr12_001402.1	_chr12_001402.1_X	0		1842	_chr12_001402.1_Y	0		1842	1842	0.0326
chr12_001406.1	_chr12_001406.1_X	0		2733	_chr12_001406.1_Y	0		2733	2733	0.0400
chr12_001408.1	_chr12_001408.1_X	0		648	_chr12_001408.1_Y	0		648	648	0.0240
chr12_001411.1	_chr12_001411.1_X	0		3504	_chr12_001411.1_Y	0		3504	3504	0.0291
chr12_001433.1	_chr12_001433.1_X	0		1626	_chr12_001433.1_Y	0		1626	1626	0.0406
chr12_001434.1	_chr12_001434.1_X	0		1173	_chr12_001434.1_Y	0		1173	1173	0.0420
chr12_001435.1	_chr12_001435.1_X	0		1263	_chr12_001435.1_Y	1	,1225	1263	1263	0.0167
chr12_001449.1	_chr12_001449.1_X	0		1740	_chr12_001449.1_Y	0		1740	1740	0.0221
chr12_001477.1	_chr12_001477.1_X	0		1044	_chr12_001477.1_Y	0		1044	1044	0.0338
chr12_001488.1	_chr12_001488.1_X	0		675	_chr12_001488.1_Y	0		675	675	0.0458
chr12_001496.1	_chr12_001496.1_X	0		2901	_chr12_001496.1_Y	0		2901	2901	0.0501
chr12_001499.1	_chr12_001499.1_X	0		2079	_chr12_001499.1_Y	1	,2014	2079	2079	0.0054
chr12_001500.1	_chr12_001500.1_X	0		654	_chr12_001500.1_Y	0		654	654	0.0624
chr12_001503.1	_chr12_001503.1_X	0		1059	_chr12_001503.1_Y	0		1059	1059	0.0105
chr12_001509.1	_chr12_001509.1_X	0		2307	_chr12_001509.1_Y	0		2307	2307	0.0235
chr12_001531.1	_chr12_001531.1_X	0		885	_chr12_001531.1_Y	0		885	885	0.0519
chr12_001533.1	_chr12_001533.1_X	0		609	_chr12_001533.1_Y	0		609	609	0
chr12_001534.1	_chr12_001534.1_X	0		345	_chr12_001534.1_Y	0		345	345	0
chr12_001547.1	_chr12_001547.1_X	0		2712	_chr12_001547.1_Y	0		2712	2712	0.0085
chr12_001556.1	_chr12_001556.1_X	0		1467	_chr12_001556.1_Y	0		1467	1467	0.0052
chr12_001575.1	_chr12_001575.1_X	0		1596	_chr12_001575.1_Y	0		1596	1596	0.0217
chr12_001581.1	_chr12_001581.1_X	0		1140	_chr12_001581.1_Y	0		1140	1140	0.0312
chr12_001587.1	_chr12_001587.1_X	0		1155	_chr12_001587.1_Y	0		1155	1155	0.0141
chr12_001588.1	_chr12_001588.1_X	0		2184	_chr12_001588.1_Y	0		2184	2184	0.0224
chr12_001599.1	_chr12_001599.1_X	0		2403	_chr12_001599.1_Y	0		2403	2403	0.0124
chr12_001612.1	_chr12_001612.1_X	0		1209	_chr12_001612.1_Y	0		1209	1209	0.0394
chr12_001614.1	_chr12_001614.1_X	0		1290	_chr12_001614.1_Y	0		1290	1290	0.0482
chr12_001624.1	_chr12_001624.1_X	0		1449	_chr12_001624.1_Y	0		1449	1449	0.0110
chr12_001634.1	_chr12_001634.1_X	0		2844	_chr12_001634.1_Y	0		2844	2844	0.0172
chr12_001639.1	_chr12_001639.1_X	0		1446	_chr12_001639.1_Y	0		1446	1446	0.0189
chr12_001640.1	_chr12_001640.1_X	0		1539	_chr12_001640.1_Y	0		1539	1539	0
chr12_001648.1	_chr12_001648.1_X	0		855	_chr12_001648.1_Y	0		855	855	0.0088
chr12_001650.1	_chr12_001650.1_X	0		2250	_chr12_001650.1_Y	0		2250	2250	0.0154
chr12_001651.1	_chr12_001651.1_X	0		1761	_chr12_001651.1_Y	0		1761	1761	0.0181
chr12_001654.1	_chr12_001654.1_X	0		1053	_chr12_001654.1_Y	1	,1018	1053	1053	0.0038
chr12_001666.1	_chr12_001666.1_X	0		2670	_chr12_001666.1_Y	0		2670	2670	0.0116
chr12_001675.1	_chr12_001675.1_X	0		738	_chr12_001675.1_Y	0		738	738	0.0153
chr12_001694.1	_chr12_001694.1_X	0		384	_chr12_001694.1_Y	0		384	384	0
chr12_001695.1	_chr12_001695.1_X	0		642	_chr12_001695.1_Y	0		642	642	0.0193
chr12_001700.1	_chr12_001700.1_X	0		1389	_chr12_001700.1_Y	0		1389	1389	0.0026
chr12_001701.1	_chr12_001701.1_X	0		732	_chr12_001701.1_Y	0		732	732	0
chr12_001702.1	_chr12_001702.1_X	0		783	_chr12_001702.1_Y	0		783	783	0.0048
chr12_001703.1	_chr12_001703.1_X	0		1239	_chr12_001703.1_Y	0		1239	1239	0
chr12_001704.1	_chr12_001704.1_X	0		1719	_chr12_001704.1_Y	0		1719	1719	0.0047
chr12_001705.1	_chr12_001705.1_X	0		705	_chr12_001705.1_Y	0		705	705	0
chr12_001706.1	_chr12_001706.1_X	0		2205	_chr12_001706.1_Y	0		2205	2205	0.0032
chr12_001709.1	_chr12_001709.1_X	0		1512	_chr12_001709.1_Y	0		1512	1512	0
chr12_001711.1	_chr12_001711.1_X	0		1578	_chr12_001711.1_Y	0		1578	1578	0
chr12_001712.1	_chr12_001712.1_X	0		120	_chr12_001712.1_Y	0		120	120	0
chr12_001717.1	_chr12_001717.1_X	0		1185	_chr12_001717.1_Y	0		1185	1185	0.0034
chr12_001719.1	_chr12_001719.1_X	0		2091	_chr12_001719.1_Y	0		2091	2091	0
chr12_001726.1	_chr12_001726.1_X	0		2307	_chr12_001726.1_Y	0		2307	2307	0
chr12_001728.1	_chr12_001728.1_X	0		1593	_chr12_001728.1_Y	0		1593	1593	0
chr12_001729.1	_chr12_001729.1_X	0		1080	_chr12_001729.1_Y	0		1080	1080	0
chr12_001731.1	_chr12_001731.1_X	0		996	_chr12_001731.1_Y	0		996	996	0
chr12_001733.1	_chr12_001733.1_X	0		1164	_chr12_001733.1_Y	0		1164	1164	0
chr12_001737.1	_chr12_001737.1_X	0		1491	_chr12_001737.1_Y	0		1491	1491	0
chr12_001738.1	_chr12_001738.1_X	0		1056	_chr12_001738.1_Y	0		1056	1056	0.0041
chr12_001743.1	_chr12_001743.1_X	0		846	_chr12_001743.1_Y	0		846	846	0
chr12_001744.1	_chr12_001744.1_X	0		579	_chr12_001744.1_Y	0		579	579	0.0061
chr12_001745.1	_chr12_001745.1_X	0		507	_chr12_001745.1_Y	0		507	507	0.0083
chr12_001746.1	_chr12_001746.1_X	0		1716	_chr12_001746.1_Y	0		1716	1716	0
chr12_001747.1	_chr12_001747.1_X	0		417	_chr12_001747.1_Y	0		417	417	0.0087
chr12_001748.1	_chr12_001748.1_X	0		1947	_chr12_001748.1_Y	0		1947	1947	0
chr12_001749.1	_chr12_001749.1_X	0		2193	_chr12_001749.1_Y	0		2193	2193	0.0044
chr12_001750.1	_chr12_001750.1_X	0		759	_chr12_001750.1_Y	0		759	759	0
chr12_001752.1	_chr12_001752.1_X	0		1752	_chr12_001752.1_Y	0		1752	1752	0
chr12_001764.1	_chr12_001764.1_X	0		1110	_chr12_001764.1_Y	0		1110	1110	0
chr12_001765.1	_chr12_001765.1_X	0		969	_chr12_001765.1_Y	0		969	969	0
