fasta_file_Name	X_sequence_name	X_number_internal_stop_codons	X_positions_internal_stop_codons	X_initial_sequence_length	Y_sequence_name	Y_number_stop_codons	Y_positions_stop_codons	Y_initial_sequence_length	final_XY_sequence_length	dS
chr1_004370.1	_chr1_004370.1_X	0		783	_chr1_004370.1_Y	0		783	783	0.0096
chr1_004372.1	_chr1_004372.1_X	0		1005	_chr1_004372.1_Y	0		1005	1005	0.0159
chr1_004374.1	_chr1_004374.1_X	0		1482	_chr1_004374.1_Y	0		1482	1482	0.0162
chr1_004375.1	_chr1_004375.1_X	0		2619	_chr1_004375.1_Y	0		2619	2619	0
chr1_004378.1	_chr1_004378.1_X	0		1905	_chr1_004378.1_Y	0		1905	1905	0.0112
chr1_004379.1	_chr1_004379.1_X	0		1620	_chr1_004379.1_Y	0		1620	1620	0.0061
chr1_004380.1	_chr1_004380.1_X	0		1053	_chr1_004380.1_Y	0		1053	1053	0
chr1_004388.1	_chr1_004388.1_X	0		441	_chr1_004388.1_Y	0		441	441	0
chr1_004391.1	_chr1_004391.1_X	0		864	_chr1_004391.1_Y	0		864	864	0.0101
chr1_004392.1	_chr1_004392.1_X	0		1572	_chr1_004392.1_Y	0		1572	1572	0.0033
chr1_004395.1	_chr1_004395.1_X	0		1080	_chr1_004395.1_Y	0		1080	1080	0.0040
chr1_004396.1	_chr1_004396.1_X	0		1464	_chr1_004396.1_Y	0		1464	1464	0.0026
chr1_004398.1	_chr1_004398.1_X	0		1080	_chr1_004398.1_Y	0		1080	1080	0.0034
chr1_004399.1	_chr1_004399.1_X	0		4101	_chr1_004399.1_Y	0		4101	4101	0.0217
chr1_004403.1	_chr1_004403.1_X	0		1197	_chr1_004403.1_Y	0		1197	1197	0
chr1_004407.1	_chr1_004407.1_X	0		1323	_chr1_004407.1_Y	0		1323	1323	0.0036
chr1_004408.1	_chr1_004408.1_X	0		921	_chr1_004408.1_Y	0		921	921	0
chr1_004413.1	_chr1_004413.1_X	0		486	_chr1_004413.1_Y	0		486	486	0.0074
chr1_004414.1	_chr1_004414.1_X	0		828	_chr1_004414.1_Y	0		828	828	0
chr1_004415.1	_chr1_004415.1_X	0		1056	_chr1_004415.1_Y	0		1056	1056	0
chr11_000139.1	_chr11_000139.1_X	0		1266	_chr11_000139.1_Y	0		1266	1266	0.0162
chr11_000219.1	_chr11_000219.1_X	0		1320	_chr11_000219.1_Y	0		1320	1320	0
chr11_000223.1	_chr11_000223.1_X	0		1689	_chr11_000223.1_Y	0		1689	1689	0.0406
chr11_002466.1	_chr11_002466.1_X	0		2436	_chr11_002466.1_Y	0		2436	2436	0.0036
chr11_002617.1	_chr11_002617.1_X	0		2067	_chr11_002617.1_Y	0		2067	2067	0.0043
chr12_000004.1	_chr12_000004.1_X	0		2307	_chr12_000004.1_Y	0		2307	2307	0.0090
chr12_000005.1	_chr12_000005.1_X	0		588	_chr12_000005.1_Y	0		588	588	0.1010
chr12_000011.1	_chr12_000011.1_X	0		1266	_chr12_000011.1_Y	0		1266	1266	0.0996
chr12_000016.1	_chr12_000016.1_X	0		1146	_chr12_000016.1_Y	0		1146	1146	0.0614
chr12_000018.1	_chr12_000018.1_X	0		1035	_chr12_000018.1_Y	0		1035	1035	0.0775
chr12_000019.1	_chr12_000019.1_X	0		519	_chr12_000019.1_Y	0		519	519	0
chr12_000034.1	_chr12_000034.1_X	0		1593	_chr12_000034.1_Y	0		1593	1593	0.0206
chr12_000037.1	_chr12_000037.1_X	0		813	_chr12_000037.1_Y	0		813	813	0.0547
chr12_000039.1	_chr12_000039.1_X	0		1863	_chr12_000039.1_Y	0		1863	1863	0.0277
chr12_000042.1	_chr12_000042.1_X	0		1995	_chr12_000042.1_Y	0		1995	1995	0
chr12_000052.1	_chr12_000052.1_X	0		1770	_chr12_000052.1_Y	0		1770	1770	0
chr12_000055.1	_chr12_000055.1_X	0		867	_chr12_000055.1_Y	0		867	867	0
chr12_000070.1	_chr12_000070.1_X	0		807	_chr12_000070.1_Y	0		807	807	0.0415
chr12_000072.1	_chr12_000072.1_X	0		1476	_chr12_000072.1_Y	0		1476	1476	0.0488
chr12_000077.1	_chr12_000077.1_X	0		2355	_chr12_000077.1_Y	0		2355	2355	0
chr12_000084.1	_chr12_000084.1_X	0		1866	_chr12_000084.1_Y	0		1866	1866	0.1405
chr12_000085.1	_chr12_000085.1_X	0		1845	_chr12_000085.1_Y	0		1845	1845	0.0594
chr12_000093.1	_chr12_000093.1_X	0		585	_chr12_000093.1_Y	0		585	585	0.0961
chr12_000102.1	_chr12_000102.1_X	0		2730	_chr12_000102.1_Y	0		2730	2730	0
chr12_000105.1	_chr12_000105.1_X	0		2832	_chr12_000105.1_Y	0		2832	2832	0.0846
chr12_000106.1	_chr12_000106.1_X	0		4626	_chr12_000106.1_Y	0		4626	4626	0.0581
chr12_000107.1	_chr12_000107.1_X	0		2445	_chr12_000107.1_Y	0		2445	2445	0.0404
chr12_000125.1	_chr12_000125.1_X	0		5487	_chr12_000125.1_Y	0		5487	5487	0.0382
chr12_000128.1	_chr12_000128.1_X	0		525	_chr12_000128.1_Y	0		525	525	0.0675
chr12_000131.1	_chr12_000131.1_X	0		414	_chr12_000131.1_Y	0		414	414	0.0172
chr12_000135.1	_chr12_000135.1_X	0		1953	_chr12_000135.1_Y	0		1953	1953	0.0542
chr12_000142.1	_chr12_000142.1_X	0		1833	_chr12_000142.1_Y	0		1833	1833	0
chr12_000143.1	_chr12_000143.1_X	0		1320	_chr12_000143.1_Y	0		1320	1320	0.0749
chr12_000145.1	_chr12_000145.1_X	0		1593	_chr12_000145.1_Y	0		1593	1593	0.0409
chr12_000156.1	_chr12_000156.1_X	0		1017	_chr12_000156.1_Y	0		1017	1017	0.0172
chr12_000160.1	_chr12_000160.1_X	0		2601	_chr12_000160.1_Y	1	,2569	2601	2601	0.0349
chr12_000161.1	_chr12_000161.1_X	0		411	_chr12_000161.1_Y	0		411	411	0.0825
chr12_000164.1	_chr12_000164.1_X	0		1575	_chr12_000164.1_Y	0		1575	1575	0
chr12_000167.1	_chr12_000167.1_X	0		1578	_chr12_000167.1_Y	0		1578	1578	0.0733
chr12_000168.1	_chr12_000168.1_X	0		1233	_chr12_000168.1_Y	0		1233	1233	0.0850
chr12_000169.1	_chr12_000169.1_X	0		4134	_chr12_000169.1_Y	0		4134	4134	0.0350
chr12_000171.1	_chr12_000171.1_X	0		480	_chr12_000171.1_Y	0		480	480	0.1283
chr12_000174.1	_chr12_000174.1_X	0		954	_chr12_000174.1_Y	0		954	954	0
chr12_000175.1	_chr12_000175.1_X	0		1359	_chr12_000175.1_Y	0		1359	1359	0.0479
chr12_000176.1	_chr12_000176.1_X	0		1860	_chr12_000176.1_Y	0		1860	1860	0.0167
chr12_000177.1	_chr12_000177.1_X	0		1833	_chr12_000177.1_Y	0		1833	1833	0.0943
chr12_000179.1	_chr12_000179.1_X	0		1443	_chr12_000179.1_Y	0		1443	1443	0.0227
chr12_000181.1	_chr12_000181.1_X	0		1440	_chr12_000181.1_Y	0		1440	1440	0
chr12_000186.1	_chr12_000186.1_X	0		1005	_chr12_000186.1_Y	0		1005	1005	0
chr12_000192.1	_chr12_000192.1_X	0		693	_chr12_000192.1_Y	0		693	693	0.0145
chr12_000199.1	_chr12_000199.1_X	0		1431	_chr12_000199.1_Y	0		1431	1431	0.0536
chr12_000200.1	_chr12_000200.1_X	0		3189	_chr12_000200.1_Y	0		3189	3189	0.0403
chr12_000205.1	_chr12_000205.1_X	0		1953	_chr12_000205.1_Y	0		1953	1953	0.0326
chr12_000209.1	_chr12_000209.1_X	0		1305	_chr12_000209.1_Y	0		1305	1305	0
chr12_000210.1	_chr12_000210.1_X	0		2097	_chr12_000210.1_Y	0		2097	2097	0
chr12_000215.1	_chr12_000215.1_X	0		960	_chr12_000215.1_Y	0		960	960	0.1381
chr12_000216.1	_chr12_000216.1_X	0		444	_chr12_000216.1_Y	0		444	444	0.0802
chr12_000229.1	_chr12_000229.1_X	0		1539	_chr12_000229.1_Y	0		1539	1539	0.0328
chr12_000236.1	_chr12_000236.1_X	0		2169	_chr12_000236.1_Y	0		2169	2169	0.0690
chr12_000239.1	_chr12_000239.1_X	0		4350	_chr12_000239.1_Y	0		4350	4350	0.0476
chr12_000240.1	_chr12_000240.1_X	0		1395	_chr12_000240.1_Y	0		1395	1395	0.0481
chr12_000244.1	_chr12_000244.1_X	0		678	_chr12_000244.1_Y	0		678	678	0.0263
chr12_000245.1	_chr12_000245.1_X	0		1245	_chr12_000245.1_Y	0		1245	1245	0
chr12_000247.1	_chr12_000247.1_X	0		5133	_chr12_000247.1_Y	0		5133	5133	0.0239
chr12_000248.1	_chr12_000248.1_X	0		2352	_chr12_000248.1_Y	0		2352	2352	0.0031
chr12_000249.1	_chr12_000249.1_X	0		1725	_chr12_000249.1_Y	0		1725	1725	0.0302
chr12_000250.1	_chr12_000250.1_X	0		2667	_chr12_000250.1_Y	0		2667	2667	0.0228
chr12_000253.1	_chr12_000253.1_X	0		6321	_chr12_000253.1_Y	0		6321	6321	0.0359
chr12_000255.1	_chr12_000255.1_X	0		1236	_chr12_000255.1_Y	0		1236	1236	0.0187
chr12_000259.1	_chr12_000259.1_X	0		1695	_chr12_000259.1_Y	0		1695	1695	0.0433
chr12_000269.1	_chr12_000269.1_X	0		861	_chr12_000269.1_Y	0		861	861	0.0281
chr12_000271.1	_chr12_000271.1_X	0		2313	_chr12_000271.1_Y	0		2313	2313	0.0033
chr12_000272.1	_chr12_000272.1_X	0		513	_chr12_000272.1_Y	0		513	513	0.0500
chr12_000275.1	_chr12_000275.1_X	0		2103	_chr12_000275.1_Y	0		2103	2103	0.0215
chr12_000280.1	_chr12_000280.1_X	0		1203	_chr12_000280.1_Y	0		1203	1203	0.0338
chr12_000285.1	_chr12_000285.1_X	0		2520	_chr12_000285.1_Y	0		2520	2520	0.0093
chr12_000289.1	_chr12_000289.1_X	0		3966	_chr12_000289.1_Y	0		3966	3966	0.0179
chr12_000299.1	_chr12_000299.1_X	0		1977	_chr12_000299.1_Y	0		1977	1977	0.0175
chr12_000300.1	_chr12_000300.1_X	0		1365	_chr12_000300.1_Y	0		1365	1365	0.0245
chr12_000302.1	_chr12_000302.1_X	0		1200	_chr12_000302.1_Y	0		1200	1200	0.0281
chr12_000306.1	_chr12_000306.1_X	0		534	_chr12_000306.1_Y	0		534	534	0.0353
chr12_000321.1	_chr12_000321.1_X	0		1032	_chr12_000321.1_Y	0		1032	1032	0.0054
chr12_000337.1	_chr12_000337.1_X	0		570	_chr12_000337.1_Y	0		570	570	0.0068
chr12_000338.1	_chr12_000338.1_X	0		606	_chr12_000338.1_Y	0		606	606	0.0508
chr12_000339.1	_chr12_000339.1_X	0		963	_chr12_000339.1_Y	0		963	963	0.0126
chr12_000342.1	_chr12_000342.1_X	0		2256	_chr12_000342.1_Y	0		2256	2256	0.0309
chr12_000343.1	_chr12_000343.1_X	0		360	_chr12_000343.1_Y	0		360	360	0.0097
chr12_000349.1	_chr12_000349.1_X	0		525	_chr12_000349.1_Y	0		525	525	0
chr12_000352.1	_chr12_000352.1_X	0		690	_chr12_000352.1_Y	0		690	690	0.0642
chr12_000353.1	_chr12_000353.1_X	0		1443	_chr12_000353.1_Y	0		1443	1443	0.0026
chr12_000354.1	_chr12_000354.1_X	0		3195	_chr12_000354.1_Y	0		3195	3195	0.0265
chr12_000361.1	_chr12_000361.1_X	0		435	_chr12_000361.1_Y	0		435	435	0.0373
chr12_000365.1	_chr12_000365.1_X	0		465	_chr12_000365.1_Y	0		465	465	0.0442
chr12_000381.1	_chr12_000381.1_X	0		1164	_chr12_000381.1_Y	0		1164	1164	0.0266
chr12_000385.1	_chr12_000385.1_X	0		1257	_chr12_000385.1_Y	0		1257	1257	0
chr12_000399.1	_chr12_000399.1_X	0		2586	_chr12_000399.1_Y	0		2586	2586	0.1030
chr12_000420.1	_chr12_000420.1_X	0		1641	_chr12_000420.1_Y	0		1641	1641	0.0295
chr12_000438.1	_chr12_000438.1_X	0		2844	_chr12_000438.1_Y	0		2844	2844	0.0353
chr12_000439.1	_chr12_000439.1_X	0		1497	_chr12_000439.1_Y	0		1497	1497	0.0457
chr12_000450.1	_chr12_000450.1_X	0		1305	_chr12_000450.1_Y	0		1305	1305	0.0089
chr12_000451.1	_chr12_000451.1_X	0		486	_chr12_000451.1_Y	0		486	486	0.0485
chr12_000454.1	_chr12_000454.1_X	0		948	_chr12_000454.1_Y	0		948	948	0.0085
chr12_000455.1	_chr12_000455.1_X	0		462	_chr12_000455.1_Y	0		462	462	0.0732
chr12_000460.1	_chr12_000460.1_X	0		1068	_chr12_000460.1_Y	0		1068	1068	0.0108
chr12_000469.1	_chr12_000469.1_X	0		2442	_chr12_000469.1_Y	0		2442	2442	0.0469
chr12_000471.1	_chr12_000471.1_X	0		3036	_chr12_000471.1_Y	0		3036	3036	0.0463
chr12_000476.1	_chr12_000476.1_X	0		1896	_chr12_000476.1_Y	0		1896	1896	0.0688
chr12_000480.1	_chr12_000480.1_X	0		3039	_chr12_000480.1_Y	0		3039	3039	0.0276
chr12_000481.1	_chr12_000481.1_X	0		1404	_chr12_000481.1_Y	0		1404	1404	0.0175
chr12_000482.1	_chr12_000482.1_X	0		2922	_chr12_000482.1_Y	0		2922	2922	0.0353
chr12_000483.1	_chr12_000483.1_X	0		1785	_chr12_000483.1_Y	0		1785	1785	0.0121
chr12_000487.1	_chr12_000487.1_X	0		2295	_chr12_000487.1_Y	0		2295	2295	0
chr12_000494.1	_chr12_000494.1_X	0		1179	_chr12_000494.1_Y	0		1179	1179	0.0392
chr12_000524.1	_chr12_000524.1_X	0		1239	_chr12_000524.1_Y	0		1239	1239	0
chr12_000547.1	_chr12_000547.1_X	0		1575	_chr12_000547.1_Y	0		1575	1575	0.0577
chr12_000570.1	_chr12_000570.1_X	0		984	_chr12_000570.1_Y	0		984	984	0.0678
chr12_000577.1	_chr12_000577.1_X	0		1626	_chr12_000577.1_Y	0		1626	1626	0.1266
chr12_000580.1	_chr12_000580.1_X	0		1365	_chr12_000580.1_Y	0		1365	1365	0.0267
chr12_000586.1	_chr12_000586.1_X	0		2505	_chr12_000586.1_Y	0		2505	2505	0.0123
chr12_000593.1	_chr12_000593.1_X	0		2601	_chr12_000593.1_Y	0		2601	2601	0.0838
chr12_000595.1	_chr12_000595.1_X	0		981	_chr12_000595.1_Y	0		981	981	0.0432
chr12_000604.1	_chr12_000604.1_X	0		1026	_chr12_000604.1_Y	0		1026	1026	0
chr12_000624.1	_chr12_000624.1_X	0		1698	_chr12_000624.1_Y	0		1698	1698	0.0571
chr12_000634.1	_chr12_000634.1_X	0		1704	_chr12_000634.1_Y	0		1704	1704	0.0641
chr12_000662.1	_chr12_000662.1_X	0		786	_chr12_000662.1_Y	0		786	786	0.0139
chr12_000673.1	_chr12_000673.1_X	0		1254	_chr12_000673.1_Y	0		1254	1254	0.1111
chr12_000688.1	_chr12_000688.1_X	0		1326	_chr12_000688.1_Y	0		1326	1326	0.1148
chr12_000690.1	_chr12_000690.1_X	0		1878	_chr12_000690.1_Y	0		1878	1878	0.0481
chr12_000696.1	_chr12_000696.1_X	0		957	_chr12_000696.1_Y	0		957	957	0.0460
chr12_000701.1	_chr12_000701.1_X	0		1650	_chr12_000701.1_Y	1	,976	1650	1650	0.0150
chr12_000743.1	_chr12_000743.1_X	0		1287	_chr12_000743.1_Y	0		1287	1287	0.0244
chr12_000745.1	_chr12_000745.1_X	0		1251	_chr12_000745.1_Y	0		1251	1251	0.0245
chr12_000754.1	_chr12_000754.1_X	0		1662	_chr12_000754.1_Y	0		1662	1662	0
chr12_000760.1	_chr12_000760.1_X	0		1674	_chr12_000760.1_Y	0		1674	1674	0.0470
chr12_000813.1	_chr12_000813.1_X	0		1356	_chr12_000813.1_Y	0		1356	1356	0.0627
chr12_000828.1	_chr12_000828.1_X	0		1665	_chr12_000828.1_Y	0		1665	1665	0.0422
chr12_000832.1	_chr12_000832.1_X	0		663	_chr12_000832.1_Y	0		663	663	0.0458
chr12_000840.1	_chr12_000840.1_X	0		483	_chr12_000840.1_Y	0		483	483	0.0425
chr12_000860.1	_chr12_000860.1_X	0		1761	_chr12_000860.1_Y	0		1761	1761	0.0448
chr12_000867.1	_chr12_000867.1_X	0		1347	_chr12_000867.1_Y	0		1347	1347	0.0618
chr12_000880.1	_chr12_000880.1_X	0		1065	_chr12_000880.1_Y	0		1065	1065	0.0341
chr12_000887.1	_chr12_000887.1_X	0		1362	_chr12_000887.1_Y	0		1362	1362	0.0299
chr12_000892.1	_chr12_000892.1_X	0		1164	_chr12_000892.1_Y	0		1164	1164	0.0638
chr12_000914.1	_chr12_000914.1_X	0		2574	_chr12_000914.1_Y	0		2574	2574	0.0392
chr12_000983.1	_chr12_000983.1_X	0		1176	_chr12_000983.1_Y	0		1176	1176	0.0507
chr12_001009.1	_chr12_001009.1_X	0		609	_chr12_001009.1_Y	0		609	609	0.0121
chr12_001017.1	_chr12_001017.1_X	0		1473	_chr12_001017.1_Y	0		1473	1473	0.0206
chr12_001026.1	_chr12_001026.1_X	0		2616	_chr12_001026.1_Y	0		2616	2616	0.0238
chr12_001044.1	_chr12_001044.1_X	0		9720	_chr12_001044.1_Y	0		9720	9720	0.0277
chr12_001051.1	_chr12_001051.1_X	0		306	_chr12_001051.1_Y	0		306	306	0.0235
chr12_001052.1	_chr12_001052.1_X	0		996	_chr12_001052.1_Y	0		996	996	0.0310
chr12_001054.1	_chr12_001054.1_X	0		2430	_chr12_001054.1_Y	0		2430	2430	0.0611
chr12_001060.1	_chr12_001060.1_X	0		1041	_chr12_001060.1_Y	0		1041	1041	0.0547
chr12_001064.1	_chr12_001064.1_X	0		1032	_chr12_001064.1_Y	0		1032	1032	0.0339
chr12_001066.1	_chr12_001066.1_X	0		1251	_chr12_001066.1_Y	0		1251	1251	0.0068
chr12_001081.1	_chr12_001081.1_X	0		267	_chr12_001081.1_Y	0		267	267	0.0278
chr12_001086.1	_chr12_001086.1_X	0		3573	_chr12_001086.1_Y	0		3573	3573	0.0377
chr12_001104.1	_chr12_001104.1_X	0		1578	_chr12_001104.1_Y	0		1578	1578	0.0301
chr12_001109.1	_chr12_001109.1_X	0		3738	_chr12_001109.1_Y	0		3738	3738	0.0484
chr12_001125.1	_chr12_001125.1_X	0		1275	_chr12_001125.1_Y	0		1275	1275	0.0668
chr12_001126.1	_chr12_001126.1_X	0		1317	_chr12_001126.1_Y	0		1317	1317	0.0660
chr12_001135.1	_chr12_001135.1_X	0		1536	_chr12_001135.1_Y	0		1536	1536	0.0553
chr12_001154.1	_chr12_001154.1_X	0		648	_chr12_001154.1_Y	0		648	648	0.0751
chr12_001184.1	_chr12_001184.1_X	0		2730	_chr12_001184.1_Y	0		2730	2730	0.0416
chr12_001191.1	_chr12_001191.1_X	0		504	_chr12_001191.1_Y	0		504	504	0.0308
chr12_001219.1	_chr12_001219.1_X	0		753	_chr12_001219.1_Y	0		753	753	0.0375
chr12_001221.1	_chr12_001221.1_X	0		2628	_chr12_001221.1_Y	0		2628	2628	0.0489
chr12_001247.1	_chr12_001247.1_X	0		1056	_chr12_001247.1_Y	0		1056	1056	0.0376
chr12_001251.1	_chr12_001251.1_X	0		1125	_chr12_001251.1_Y	0		1125	1125	0.0674
chr12_001252.1	_chr12_001252.1_X	0		1302	_chr12_001252.1_Y	0		1302	1302	0.0203
chr12_001261.1	_chr12_001261.1_X	0		1464	_chr12_001261.1_Y	0		1464	1464	0.0388
chr12_001265.1	_chr12_001265.1_X	0		1410	_chr12_001265.1_Y	0		1410	1410	0.0138
chr12_001271.1	_chr12_001271.1_X	0		1506	_chr12_001271.1_Y	0		1506	1506	0.0329
chr12_001285.1	_chr12_001285.1_X	0		3789	_chr12_001285.1_Y	0		3789	3789	0.0395
chr12_001293.1	_chr12_001293.1_X	0		1017	_chr12_001293.1_Y	0		1017	1017	0.0258
chr12_001324.1	_chr12_001324.1_X	0		1803	_chr12_001324.1_Y	0		1803	1803	0.0500
chr12_001358.1	_chr12_001358.1_X	0		678	_chr12_001358.1_Y	0		678	678	0.0266
chr12_001361.1	_chr12_001361.1_X	0		1080	_chr12_001361.1_Y	0		1080	1080	0.0261
chr12_001382.1	_chr12_001382.1_X	0		852	_chr12_001382.1_Y	0		852	852	0.0610
chr12_001398.1	_chr12_001398.1_X	0		465	_chr12_001398.1_Y	0		465	465	0.0783
chr12_001402.1	_chr12_001402.1_X	0		1842	_chr12_001402.1_Y	0		1842	1842	0.0218
chr12_001406.1	_chr12_001406.1_X	0		2733	_chr12_001406.1_Y	0		2733	2733	0.0553
chr12_001408.1	_chr12_001408.1_X	0		648	_chr12_001408.1_Y	0		648	648	0.0185
chr12_001411.1	_chr12_001411.1_X	0		3504	_chr12_001411.1_Y	0		3504	3504	0.0322
chr12_001433.1	_chr12_001433.1_X	0		1626	_chr12_001433.1_Y	0		1626	1626	0.0529
chr12_001449.1	_chr12_001449.1_X	0		1740	_chr12_001449.1_Y	0		1740	1740	0.0221
chr12_001451.1	_chr12_001451.1_X	0		567	_chr12_001451.1_Y	0		567	567	0.0968
chr12_001477.1	_chr12_001477.1_X	0		1044	_chr12_001477.1_Y	0		1044	1044	0.0592
chr12_001482.1	_chr12_001482.1_X	0		2880	_chr12_001482.1_Y	0		2880	2880	0.0073
chr12_001496.1	_chr12_001496.1_X	0		2901	_chr12_001496.1_Y	0		2901	2901	0.0425
chr12_001503.1	_chr12_001503.1_X	0		1059	_chr12_001503.1_Y	0		1059	1059	0.0101
chr12_001509.1	_chr12_001509.1_X	0		2307	_chr12_001509.1_Y	0		2307	2307	0.0305
chr12_001531.1	_chr12_001531.1_X	0		885	_chr12_001531.1_Y	0		885	885	0.0611
chr12_001532.1	_chr12_001532.1_X	0		774	_chr12_001532.1_Y	0		774	774	0.0047
chr12_001533.1	_chr12_001533.1_X	0		609	_chr12_001533.1_Y	0		609	609	0.0127
chr12_001534.1	_chr12_001534.1_X	0		345	_chr12_001534.1_Y	0		345	345	0.0142
chr12_001556.1	_chr12_001556.1_X	0		1467	_chr12_001556.1_Y	0		1467	1467	0.0118
chr12_001574.1	_chr12_001574.1_X	0		1083	_chr12_001574.1_Y	0		1083	1083	0.0278
chr12_001575.1	_chr12_001575.1_X	0		1596	_chr12_001575.1_Y	0		1596	1596	0.0404
chr12_001581.1	_chr12_001581.1_X	0		1140	_chr12_001581.1_Y	0		1140	1140	0.0385
chr12_001587.1	_chr12_001587.1_X	0		1155	_chr12_001587.1_Y	0		1155	1155	0.0195
chr12_001588.1	_chr12_001588.1_X	0		2184	_chr12_001588.1_Y	0		2184	2184	0.0309
chr12_001599.1	_chr12_001599.1_X	0		2403	_chr12_001599.1_Y	0		2403	2403	0.0150
chr12_001604.1	_chr12_001604.1_X	0		1908	_chr12_001604.1_Y	0		1908	1908	0.0635
chr12_001611.1	_chr12_001611.1_X	0		1377	_chr12_001611.1_Y	0		1377	1377	0.0163
chr12_001612.1	_chr12_001612.1_X	0		1209	_chr12_001612.1_Y	0		1209	1209	0.0370
chr12_001614.1	_chr12_001614.1_X	0		1290	_chr12_001614.1_Y	0		1290	1290	0.0533
chr12_001624.1	_chr12_001624.1_X	0		1449	_chr12_001624.1_Y	0		1449	1449	0.0236
chr12_001625.1	_chr12_001625.1_X	0		1326	_chr12_001625.1_Y	0		1326	1326	0.0103
chr12_001630.1	_chr12_001630.1_X	0		606	_chr12_001630.1_Y	0		606	606	0.0439
