fasta_file_Name	X_sequence_name	X_number_internal_stop_codons	X_positions_internal_stop_codons	X_initial_sequence_length	Y_sequence_name	Y_number_stop_codons	Y_positions_stop_codons	Y_initial_sequence_length	final_XY_sequence_length	dS
chr10_000610.1	_chr10_000610.1_X	0		1089	_chr10_000610.1_Y	0		1089	1089	0.0798
chr10_000626.1	_chr10_000626.1_X	0		1095	_chr10_000626.1_Y	0		1095	1095	0
chr10_000630.1	_chr10_000630.1_X	0		495	_chr10_000630.1_Y	0		495	495	0.0158
chr10_000631.1	_chr10_000631.1_X	0		495	_chr10_000631.1_Y	0		495	495	0.0238
chr10_000632.1	_chr10_000632.1_X	0		1656	_chr10_000632.1_Y	0		1656	1656	0
chr10_000635.1	_chr10_000635.1_X	0		3132	_chr10_000635.1_Y	0		3132	3132	0
chr10_000637.1	_chr10_000637.1_X	0		1440	_chr10_000637.1_Y	0		1440	1440	0
chr10_000638.1	_chr10_000638.1_X	0		762	_chr10_000638.1_Y	0		762	762	0
chr10_000649.1	_chr10_000649.1_X	0		474	_chr10_000649.1_Y	0		474	474	0
chr10_000660.1	_chr10_000660.1_X	0		2088	_chr10_000660.1_Y	0		2088	2088	0.0100
chr10_000663.1	_chr10_000663.1_X	0		1275	_chr10_000663.1_Y	0		1275	1275	0.0029
chr10_000667.1	_chr10_000667.1_X	0		1299	_chr10_000667.1_Y	0		1299	1299	0.0026
chr10_000670.1	_chr10_000670.1_X	0		3375	_chr10_000670.1_Y	0		3375	3375	0.0025
chr10_000686.1	_chr10_000686.1_X	0		1059	_chr10_000686.1_Y	0		1059	1059	0.0071
chr10_000688.1	_chr10_000688.1_X	0		1890	_chr10_000688.1_Y	0		1890	1890	0.0022
chr10_000691.1	_chr10_000691.1_X	0		1401	_chr10_000691.1_Y	0		1401	1401	0.0049
chr10_000694.1	_chr10_000694.1_X	0		2367	_chr10_000694.1_Y	0		2367	2367	0.0080
chr10_000695.1	_chr10_000695.1_X	0		591	_chr10_000695.1_Y	0		591	591	0
chr10_000697.1	_chr10_000697.1_X	0		1755	_chr10_000697.1_Y	0		1755	1755	0
chr10_000701.1	_chr10_000701.1_X	0		1089	_chr10_000701.1_Y	0		1089	1089	0.0032
chr10_000723.1	_chr10_000723.1_X	0		1032	_chr10_000723.1_Y	0		1032	1032	0
chr10_000734.1	_chr10_000734.1_X	0		3918	_chr10_000734.1_Y	0		3918	3918	0.0020
chr10_000735.1	_chr10_000735.1_X	0		3915	_chr10_000735.1_Y	0		3915	3915	0
chr10_000736.1	_chr10_000736.1_X	0		975	_chr10_000736.1_Y	0		975	975	0
chr10_000738.1	_chr10_000738.1_X	0		3150	_chr10_000738.1_Y	0		3150	3150	0
chr10_000740.1	_chr10_000740.1_X	0		633	_chr10_000740.1_Y	0		633	633	0.0157
chr10_000742.1	_chr10_000742.1_X	0		5277	_chr10_000742.1_Y	0		5277	5277	0
chr10_000743.1	_chr10_000743.1_X	0		2232	_chr10_000743.1_Y	0		2232	2232	0.0016
chr10_000745.1	_chr10_000745.1_X	0		2160	_chr10_000745.1_Y	0		2160	2160	0
chr10_000756.1	_chr10_000756.1_X	0		486	_chr10_000756.1_Y	0		486	486	0
chr10_000757.1	_chr10_000757.1_X	0		1584	_chr10_000757.1_Y	0		1584	1584	0
chr10_000759.1	_chr10_000759.1_X	0		543	_chr10_000759.1_Y	0		543	543	0
chr10_000760.1	_chr10_000760.1_X	0		300	_chr10_000760.1_Y	0		300	300	0
chr10_000761.1	_chr10_000761.1_X	0		2793	_chr10_000761.1_Y	0		2793	2793	0.0110
chr10_000765.1	_chr10_000765.1_X	0		1101	_chr10_000765.1_Y	0		1101	1101	0.0038
chr10_000769.1	_chr10_000769.1_X	0		723	_chr10_000769.1_Y	0		723	723	0
chr10_000789.1	_chr10_000789.1_X	0		1428	_chr10_000789.1_Y	0		1428	1428	0.0027
chr10_000802.1	_chr10_000802.1_X	0		2508	_chr10_000802.1_Y	0		2508	2508	0.0014
chr10_000804.1	_chr10_000804.1_X	0		549	_chr10_000804.1_Y	0		549	549	0
chr10_000805.1	_chr10_000805.1_X	0		1539	_chr10_000805.1_Y	0		1539	1539	0
chr10_000806.1	_chr10_000806.1_X	0		2166	_chr10_000806.1_Y	0		2166	2166	0
chr10_000811.1	_chr10_000811.1_X	0		1065	_chr10_000811.1_Y	0		1065	1065	0.0267
chr10_000820.1	_chr10_000820.1_X	0		1632	_chr10_000820.1_Y	0		1632	1632	0
chr10_000821.1	_chr10_000821.1_X	0		1344	_chr10_000821.1_Y	0		1344	1344	0
chr10_000824.1	_chr10_000824.1_X	0		813	_chr10_000824.1_Y	0		813	813	0.0046
chr10_000825.1	_chr10_000825.1_X	0		1758	_chr10_000825.1_Y	0		1758	1758	0.0020
chr10_000828.1	_chr10_000828.1_X	0		1425	_chr10_000828.1_Y	0		1425	1425	0
chr10_000829.1	_chr10_000829.1_X	0		3228	_chr10_000829.1_Y	0		3228	3228	0.0037
chr10_000831.1	_chr10_000831.1_X	0		933	_chr10_000831.1_Y	0		933	933	0
chr10_000834.1	_chr10_000834.1_X	0		1719	_chr10_000834.1_Y	0		1719	1719	0.0022
chr10_000835.1	_chr10_000835.1_X	0		1035	_chr10_000835.1_Y	0		1035	1035	0.0036
chr10_000844.1	_chr10_000844.1_X	0		3381	_chr10_000844.1_Y	0		3381	3381	0.0013
chr10_000850.1	_chr10_000850.1_X	0		2283	_chr10_000850.1_Y	0		2283	2283	0.0037
chr10_000864.1	_chr10_000864.1_X	0		804	_chr10_000864.1_Y	0		804	804	0.0054
chr10_000867.1	_chr10_000867.1_X	0		456	_chr10_000867.1_Y	0		456	456	0.0101
chr10_000868.1	_chr10_000868.1_X	0		2340	_chr10_000868.1_Y	0		2340	2340	0.0034
chr10_000869.1	_chr10_000869.1_X	0		912	_chr10_000869.1_Y	0		912	912	0.0041
chr10_000876.1	_chr10_000876.1_X	0		3375	_chr10_000876.1_Y	0		3375	3375	0.0012
chr10_000884.1	_chr10_000884.1_X	0		1752	_chr10_000884.1_Y	0		1752	1752	0
chr10_000894.1	_chr10_000894.1_X	0		1227	_chr10_000894.1_Y	0		1227	1227	0.0064
chr10_000901.1	_chr10_000901.1_X	0		1734	_chr10_000901.1_Y	0		1734	1734	0.0022
chr10_000904.1	_chr10_000904.1_X	0		2340	_chr10_000904.1_Y	0		2340	2340	0.0025
chr10_000905.1	_chr10_000905.1_X	0		2148	_chr10_000905.1_Y	0		2148	2148	0
chr10_000934.1	_chr10_000934.1_X	0		543	_chr10_000934.1_Y	0		543	543	0
chr10_000968.1	_chr10_000968.1_X	0		1875	_chr10_000968.1_Y	0		1875	1875	0
chr10_000981.1	_chr10_000981.1_X	0		771	_chr10_000981.1_Y	0		771	771	0
chr10_000984.1	_chr10_000984.1_X	0		786	_chr10_000984.1_Y	0		786	786	0
chr10_000985.1	_chr10_000985.1_X	0		2214	_chr10_000985.1_Y	0		2214	2214	0
chr10_000990.1	_chr10_000990.1_X	0		1038	_chr10_000990.1_Y	0		1038	1038	0.0129
chr10_000991.1	_chr10_000991.1_X	0		477	_chr10_000991.1_Y	0		477	477	0
chr10_001002.1	_chr10_001002.1_X	0		2358	_chr10_001002.1_Y	0		2358	2358	0
chr10_001003.1	_chr10_001003.1_X	0		2061	_chr10_001003.1_Y	0		2061	2061	0
chr10_001011.1	_chr10_001011.1_X	0		1533	_chr10_001011.1_Y	0		1533	1533	0.0028
chr10_001017.1	_chr10_001017.1_X	0		1206	_chr10_001017.1_Y	0		1206	1206	0.0065
chr10_001018.1	_chr10_001018.1_X	0		3231	_chr10_001018.1_Y	0		3231	3231	0
chr10_001027.1	_chr10_001027.1_X	0		450	_chr10_001027.1_Y	0		450	450	0
chr10_001029.1	_chr10_001029.1_X	0		741	_chr10_001029.1_Y	0		741	741	0
chr10_001032.1	_chr10_001032.1_X	0		744	_chr10_001032.1_Y	0		744	744	0
chr10_001044.1	_chr10_001044.1_X	0		4902	_chr10_001044.1_Y	0		4902	4902	0.0035
chr10_001046.1	_chr10_001046.1_X	0		2745	_chr10_001046.1_Y	0		2745	2745	0.0034
chr10_001047.1	_chr10_001047.1_X	0		1143	_chr10_001047.1_Y	0		1143	1143	0
chr10_001052.1	_chr10_001052.1_X	0		1101	_chr10_001052.1_Y	0		1101	1101	0.0035
chr10_001056.1	_chr10_001056.1_X	0		1083	_chr10_001056.1_Y	0		1083	1083	0
chr10_001058.1	_chr10_001058.1_X	0		666	_chr10_001058.1_Y	0		666	666	0
chr10_001059.1	_chr10_001059.1_X	0		1080	_chr10_001059.1_Y	0		1080	1080	0
chr10_001088.1	_chr10_001088.1_X	0		354	_chr10_001088.1_Y	0		354	354	0.0112
chr10_001095.1	_chr10_001095.1_X	0		2316	_chr10_001095.1_Y	0		2316	2316	0.0035
chr10_001108.1	_chr10_001108.1_X	0		678	_chr10_001108.1_Y	0		678	678	0
chr10_001116.1	_chr10_001116.1_X	0		789	_chr10_001116.1_Y	0		789	789	0
chr10_001118.1	_chr10_001118.1_X	0		357	_chr10_001118.1_Y	0		357	357	0
chr10_001138.1	_chr10_001138.1_X	0		5250	_chr10_001138.1_Y	0		5250	5250	0
chr10_001342.1	_chr10_001342.1_X	0		573	_chr10_001342.1_Y	0		573	573	0
chr10_001432.1	_chr10_001432.1_X	0		2502	_chr10_001432.1_Y	0		2502	2502	0
chr10_001435.1	_chr10_001435.1_X	0		2886	_chr10_001435.1_Y	0		2886	2886	0
chr10_001436.1	_chr10_001436.1_X	0		2565	_chr10_001436.1_Y	0		2565	2565	0.0167
chr10_001439.1	_chr10_001439.1_X	0		1056	_chr10_001439.1_Y	0		1056	1056	0.0170
chr10_001440.1	_chr10_001440.1_X	0		1464	_chr10_001440.1_Y	0		1464	1464	0.0054
chr10_001444.1	_chr10_001444.1_X	0		1143	_chr10_001444.1_Y	0		1143	1143	0.0167
chr10_001451.1	_chr10_001451.1_X	0		1077	_chr10_001451.1_Y	0		1077	1077	0
chr10_001452.1	_chr10_001452.1_X	0		1047	_chr10_001452.1_Y	0		1047	1047	0
chr10_001462.1	_chr10_001462.1_X	0		1143	_chr10_001462.1_Y	0		1143	1143	0
chr10_001463.1	_chr10_001463.1_X	0		333	_chr10_001463.1_Y	0		333	333	0
chr10_001473.1	_chr10_001473.1_X	0		1431	_chr10_001473.1_Y	0		1431	1431	0.0051
chr10_001475.1	_chr10_001475.1_X	0		1812	_chr10_001475.1_Y	0		1812	1812	0.0755
chr10_001477.1	_chr10_001477.1_X	0		2379	_chr10_001477.1_Y	0		2379	2379	0.0102
chr10_001479.1	_chr10_001479.1_X	0		2190	_chr10_001479.1_Y	0		2190	2190	0.0140
chr10_001480.1	_chr10_001480.1_X	0		1284	_chr10_001480.1_Y	0		1284	1284	0
chr10_001491.1	_chr10_001491.1_X	0		3681	_chr10_001491.1_Y	0		3681	3681	0
chr10_001509.1	_chr10_001509.1_X	0		1428	_chr10_001509.1_Y	0		1428	1428	0.0028
chr10_001512.1	_chr10_001512.1_X	0		1116	_chr10_001512.1_Y	0		1116	1116	0.0033
chr10_001515.1	_chr10_001515.1_X	0		732	_chr10_001515.1_Y	0		732	732	0.0056
chr10_001519.1	_chr10_001519.1_X	0		2172	_chr10_001519.1_Y	0		2172	2172	0.0075
chr10_001520.1	_chr10_001520.1_X	0		1053	_chr10_001520.1_Y	0		1053	1053	0
chr10_001522.1	_chr10_001522.1_X	0		1059	_chr10_001522.1_Y	0		1059	1059	0.0124
chr10_001523.1	_chr10_001523.1_X	0		1083	_chr10_001523.1_Y	0		1083	1083	0
chr10_001535.1	_chr10_001535.1_X	0		1428	_chr10_001535.1_Y	0		1428	1428	0
chr10_001536.1	_chr10_001536.1_X	0		1341	_chr10_001536.1_Y	0		1341	1341	0
chr10_001553.1	_chr10_001553.1_X	0		1911	_chr10_001553.1_Y	0		1911	1911	0
chr10_001593.1	_chr10_001593.1_X	0		888	_chr10_001593.1_Y	0		888	888	0.0092
chr10_001598.1	_chr10_001598.1_X	0		1200	_chr10_001598.1_Y	0		1200	1200	0
chr10_001601.1	_chr10_001601.1_X	0		1500	_chr10_001601.1_Y	0		1500	1500	0.0026
chr10_001602.1	_chr10_001602.1_X	0		2988	_chr10_001602.1_Y	0		2988	2988	0.0082
chr10_001643.1	_chr10_001643.1_X	0		678	_chr10_001643.1_Y	0		678	678	0.0280
chr10_001651.1	_chr10_001651.1_X	0		2277	_chr10_001651.1_Y	0		2277	2277	0.0033
chr10_001667.1	_chr10_001667.1_X	0		1482	_chr10_001667.1_Y	0		1482	1482	0
chr10_001670.1	_chr10_001670.1_X	0		1938	_chr10_001670.1_Y	0		1938	1938	0.0022
chr10_001671.1	_chr10_001671.1_X	0		3738	_chr10_001671.1_Y	0		3738	3738	0.0011
chr10_001673.1	_chr10_001673.1_X	0		372	_chr10_001673.1_Y	0		372	372	0.0099
chr10_001675.1	_chr10_001675.1_X	0		1506	_chr10_001675.1_Y	0		1506	1506	0.0023
chr10_001676.1	_chr10_001676.1_X	0		1539	_chr10_001676.1_Y	0		1539	1539	0.0070
chr10_001681.1	_chr10_001681.1_X	0		660	_chr10_001681.1_Y	0		660	660	0.0071
chr10_001682.1	_chr10_001682.1_X	0		3552	_chr10_001682.1_Y	0		3552	3552	0
chr10_001683.1	_chr10_001683.1_X	0		1524	_chr10_001683.1_Y	0		1524	1524	0.0026
chr10_001684.1	_chr10_001684.1_X	0		861	_chr10_001684.1_Y	0		861	861	0
chr10_001688.1	_chr10_001688.1_X	0		570	_chr10_001688.1_Y	0		570	570	0
chr10_001700.1	_chr10_001700.1_X	0		411	_chr10_001700.1_Y	0		411	411	0
chr10_001702.1	_chr10_001702.1_X	0		735	_chr10_001702.1_Y	0		735	735	0
chr10_001704.1	_chr10_001704.1_X	0		582	_chr10_001704.1_Y	0		582	582	0
chr10_001705.1	_chr10_001705.1_X	0		1092	_chr10_001705.1_Y	0		1092	1092	0.0044
chr10_001706.1	_chr10_001706.1_X	0		333	_chr10_001706.1_Y	0		333	333	0.0157
chr10_001710.1	_chr10_001710.1_X	0		408	_chr10_001710.1_Y	0		408	408	0.0190
chr10_001718.1	_chr10_001718.1_X	0		1029	_chr10_001718.1_Y	0		1029	1029	0.0039
chr10_001726.1	_chr10_001726.1_X	0		1203	_chr10_001726.1_Y	0		1203	1203	0.0043
chr10_001738.1	_chr10_001738.1_X	0		2862	_chr10_001738.1_Y	0		2862	2862	0
chr10_001742.1	_chr10_001742.1_X	0		1680	_chr10_001742.1_Y	0		1680	1680	0
chr10_001746.1	_chr10_001746.1_X	0		1527	_chr10_001746.1_Y	0		1527	1527	0.0073
chr10_001751.1	_chr10_001751.1_X	0		1665	_chr10_001751.1_Y	0		1665	1665	0.0052
chr10_001752.1	_chr10_001752.1_X	0		1293	_chr10_001752.1_Y	0		1293	1293	0.0617
chr10_001756.1	_chr10_001756.1_X	0		1044	_chr10_001756.1_Y	0		1044	1044	0.0396
chr10_001760.1	_chr10_001760.1_X	0		1338	_chr10_001760.1_Y	0		1338	1338	0.0028
chr10_001761.1	_chr10_001761.1_X	0		1803	_chr10_001761.1_Y	0		1803	1803	0
chr10_001763.1	_chr10_001763.1_X	0		1104	_chr10_001763.1_Y	0		1104	1104	0
chr10_001779.1	_chr10_001779.1_X	0		1881	_chr10_001779.1_Y	0		1881	1881	0.0020
chr10_001781.1	_chr10_001781.1_X	0		1065	_chr10_001781.1_Y	0		1065	1065	0.0116
chr10_001782.1	_chr10_001782.1_X	0		2004	_chr10_001782.1_Y	0		2004	2004	0.0065
chr10_001784.1	_chr10_001784.1_X	0		714	_chr10_001784.1_Y	0		714	714	0.0195
chr10_001809.1	_chr10_001809.1_X	0		966	_chr10_001809.1_Y	0		966	966	0
chr10_001810.1	_chr10_001810.1_X	0		1743	_chr10_001810.1_Y	0		1743	1743	0.0022
chr10_001908.1	_chr10_001908.1_X	0		1209	_chr10_001908.1_Y	0		1209	1209	0.0074
chr10_001945.1	_chr10_001945.1_X	0		1995	_chr10_001945.1_Y	0		1995	1995	0.0018
chr10_001953.1	_chr10_001953.1_X	0		2556	_chr10_001953.1_Y	0		2556	2556	0.0048
chr10_002047.1	_chr10_002047.1_X	0		1110	_chr10_002047.1_Y	0		1110	1110	0.0031
chr10_002048.1	_chr10_002048.1_X	0		3189	_chr10_002048.1_Y	0		3189	3189	0.0025
chr10_002056.1	_chr10_002056.1_X	0		447	_chr10_002056.1_Y	0		447	447	0
chr10_002065.1	_chr10_002065.1_X	0		1176	_chr10_002065.1_Y	0		1176	1176	0.0036
chr10_002075.1	_chr10_002075.1_X	0		1809	_chr10_002075.1_Y	0		1809	1809	0.0022
chr10_002775.1	_chr10_002775.1_X	0		2019	_chr10_002775.1_Y	0		2019	2019	0.0203
chr10_002869.1	_chr10_002869.1_X	0		654	_chr10_002869.1_Y	0		654	654	0.0868
chr10_002879.1	_chr10_002879.1_X	0		903	_chr10_002879.1_Y	0		903	903	0.0039
chr10_002913.1	_chr10_002913.1_X	0		2064	_chr10_002913.1_Y	0		2064	2064	0
chr10_002914.1	_chr10_002914.1_X	0		1440	_chr10_002914.1_Y	0		1440	1440	0.0208
chr10_002941.1	_chr10_002941.1_X	0		2526	_chr10_002941.1_Y	0		2526	2526	0
chr10_002942.1	_chr10_002942.1_X	0		486	_chr10_002942.1_Y	0		486	486	0
chr10_002952.1	_chr10_002952.1_X	0		6723	_chr10_002952.1_Y	0		6723	6723	0
chr10_002957.1	_chr10_002957.1_X	0		1119	_chr10_002957.1_Y	0		1119	1119	0
chr10_003045.1	_chr10_003045.1_X	0		2187	_chr10_003045.1_Y	0		2187	2187	0
chr10_003046.1	_chr10_003046.1_X	0		852	_chr10_003046.1_Y	0		852	852	0
chr10_003047.1	_chr10_003047.1_X	0		1173	_chr10_003047.1_Y	0		1173	1173	0.0031
chr10_003058.1	_chr10_003058.1_X	0		1992	_chr10_003058.1_Y	0		1992	1992	0.0157
chr10_003062.1	_chr10_003062.1_X	0		435	_chr10_003062.1_Y	0		435	435	0
chr10_003064.1	_chr10_003064.1_X	0		1209	_chr10_003064.1_Y	0		1209	1209	0
chr10_003068.1	_chr10_003068.1_X	0		723	_chr10_003068.1_Y	0		723	723	0
chr10_003100.1	_chr10_003100.1_X	0		1605	_chr10_003100.1_Y	0		1605	1605	0.0022
chr10_003102.1	_chr10_003102.1_X	0		1635	_chr10_003102.1_Y	0		1635	1635	0.0058
chr10_003104.1	_chr10_003104.1_X	0		495	_chr10_003104.1_Y	0		495	495	0.0191
chr10_003114.1	_chr10_003114.1_X	0		1251	_chr10_003114.1_Y	0		1251	1251	0
chr10_003115.1	_chr10_003115.1_X	0		1827	_chr10_003115.1_Y	0		1827	1827	0
chr10_003132.1	_chr10_003132.1_X	0		1101	_chr10_003132.1_Y	0		1101	1101	0.0038
chr10_003133.1	_chr10_003133.1_X	0		891	_chr10_003133.1_Y	0		891	891	0
chr10_003136.1	_chr10_003136.1_X	0		2148	_chr10_003136.1_Y	0		2148	2148	0.0132
chr10_003137.1	_chr10_003137.1_X	0		954	_chr10_003137.1_Y	0		954	954	0.0401
chr10_003152.1	_chr10_003152.1_X	0		813	_chr10_003152.1_Y	0		813	813	0.0075
chr10_003158.1	_chr10_003158.1_X	0		1191	_chr10_003158.1_Y	0		1191	1191	0.0151
chr10_003160.1	_chr10_003160.1_X	0		774	_chr10_003160.1_Y	0		774	774	0.0702
chr10_003162.1	_chr10_003162.1_X	0		1014	_chr10_003162.1_Y	0		1014	1014	0
chr10_003164.1	_chr10_003164.1_X	0		408	_chr10_003164.1_Y	0		408	408	0
chr10_003167.1	_chr10_003167.1_X	0		249	_chr10_003167.1_Y	0		249	249	0
chr10_003173.1	_chr10_003173.1_X	0		726	_chr10_003173.1_Y	0		726	726	0
chr10_003184.1	_chr10_003184.1_X	0		804	_chr10_003184.1_Y	0		804	804	0.0204
chr10_003185.1	_chr10_003185.1_X	0		360	_chr10_003185.1_Y	0		360	360	0.0097
chr10_003188.1	_chr10_003188.1_X	0		1188	_chr10_003188.1_Y	0		1188	1188	0.0033
chr10_003205.1	_chr10_003205.1_X	0		540	_chr10_003205.1_Y	0		540	540	0.0252
chr10_003206.1	_chr10_003206.1_X	0		4944	_chr10_003206.1_Y	0		4944	4944	0
chr10_003207.1	_chr10_003207.1_X	0		1395	_chr10_003207.1_Y	0		1395	1395	0
chr10_003212.1	_chr10_003212.1_X	0		3120	_chr10_003212.1_Y	0		3120	3120	0.0038
chr10_003231.1	_chr10_003231.1_X	0		1335	_chr10_003231.1_Y	0		1335	1335	0
chr10_003232.1	_chr10_003232.1_X	0		1260	_chr10_003232.1_Y	0		1260	1260	0
chr10_003236.1	_chr10_003236.1_X	0		2337	_chr10_003236.1_Y	0		2337	2337	0
chr10_003237.1	_chr10_003237.1_X	0		1335	_chr10_003237.1_Y	0		1335	1335	0
chr10_003240.1	_chr10_003240.1_X	0		2499	_chr10_003240.1_Y	0		2499	2499	0
chr10_003248.1	_chr10_003248.1_X	0		393	_chr10_003248.1_Y	0		393	393	0
chr10_003250.1	_chr10_003250.1_X	0		1761	_chr10_003250.1_Y	0		1761	1761	0
chr10_003254.1	_chr10_003254.1_X	0		3678	_chr10_003254.1_Y	0		3678	3678	0.0011
chr10_003255.1	_chr10_003255.1_X	0		3651	_chr10_003255.1_Y	0		3651	3651	0
chr10_003258.1	_chr10_003258.1_X	0		3021	_chr10_003258.1_Y	0		3021	3021	0
chr10_003261.1	_chr10_003261.1_X	0		387	_chr10_003261.1_Y	0		387	387	0
chr10_003265.1	_chr10_003265.1_X	0		1770	_chr10_003265.1_Y	0		1770	1770	0
chr10_003268.1	_chr10_003268.1_X	0		3741	_chr10_003268.1_Y	0		3741	3741	0.0033
chr10_003271.1	_chr10_003271.1_X	0		2790	_chr10_003271.1_Y	0		2790	2790	0
chr10_003288.1	_chr10_003288.1_X	0		639	_chr10_003288.1_Y	0		639	639	0.0109
chr10_003289.1	_chr10_003289.1_X	0		1164	_chr10_003289.1_Y	0		1164	1164	0.0036
chr10_003291.1	_chr10_003291.1_X	0		1428	_chr10_003291.1_Y	0		1428	1428	0
chr10_003293.1	_chr10_003293.1_X	0		1404	_chr10_003293.1_Y	0		1404	1404	0.0060
chr10_003294.1	_chr10_003294.1_X	0		2331	_chr10_003294.1_Y	0		2331	2331	0.0016
chr10_003295.1	_chr10_003295.1_X	0		3174	_chr10_003295.1_Y	0		3174	3174	0
chr10_003301.1	_chr10_003301.1_X	0		3312	_chr10_003301.1_Y	0		3312	3312	0.0359
chr10_003305.1	_chr10_003305.1_X	0		2253	_chr10_003305.1_Y	0		2253	2253	0.0018
